"films_film_id";"title";"release_year";"country";"duration";"language";"certification";"gross";"budget";"num_user";"num_critic";"imdb_score";"num_votes";"facebook_likes"
4406;"Dumb and Dumber To";2014;"USA";109;"English";"PG-13";"86208010";"35000000";285;218;5.69999981;97045;55000
1122;"Smoke Signals";1998;"Canada";89;"English";"PG-13";"6719300";"2000000";132;56;7.19999981;8224;0
1219;"Edtv";1999;"USA";122;"English";"PG-13";"22362500";"55000000";195;115;6.0999999;35599;641
4618;"Blackhat";2015;"USA";133;"English";"R";"7097125";"70000000";207;261;5.4000001;38983;11000
464;"From a Whisper to a Scream";1987;"USA";92;"English";"R";"1400000";"1100000";37;57;5.9000001;1324;241
670;"Philadelphia";1993;"USA";125;"English";"PG-13";"77324422";"26000000";261;68;7.69999981;178731;0
127;"Barbarella";1968;"France";98;"English";"PG";"";"9000000";186;107;5.9000001;24436;0
3206;"Bad Lieutenant: Port of Call New Orleans";2009;"USA";122;"English";"R";"1697956";"20000000";212;280;6.69999981;64944;6000
444;"Salvador";1986;"UK";122;"English";"R";"";"4500000";89;48;7.5;15175;1000
4370;"Ask Me Anything";2014;"USA";100;"English";"Not Rated";"";"950000";64;8;6.0;7870;884
45;"Sands of Iwo Jima";1949;"USA";109;"English";"Approved";"";"1000000";69;40;7.19999981;7346;624
3088;"Step Brothers";2008;"USA";106;"English";"R";"100468793";"65000000";277;173;6.9000001;212499;0
354;"Love Letters";1983;"USA";88;"English";"R";"";"550000";9;4;6.0999999;487;7
3593;"Super";2010;"USA";96;"English";"R";"322157";"2500000";203;238;6.80000019;61787;19000
1530;"Birthday Girl";2001;"UK";93;"English";"R";"4919896";"13000000";159;111;6.0999999;21530;618
2561;"Doogal";2006;"USA";77;"English";"G";"7382993";"20000000";114;31;2.79999995;3851;346
1884;"The Slaughter Rule";2002;"USA";112;"English";"R";"13134";"500000";32;17;6.0999999;2004;183
4699;"Mad Max: Fury Road";2015;"Australia";120;"English";"R";"153629485";"150000000";1588;739;8.10000038;552503;191000
605;"Terminator 2: Judgment Day";1991;"USA";153;"English";"R";"204843350";"102000000";983;210;8.5;744891;13000
4912;"The Neon Demon";2016;"France";118;"English";"R";"1330827";"7000000";73;253;7.0;9866;0
989;"Seven Years in Tibet";1997;"USA";136;"English";"PG-13";"37901509";"70000000";119;76;7.0;96385;0
4286;"The Geographer Drank His Globe Away";2013;"Russia";120;"Russian";"";"";"4000000";3;8;7.5;2488;282
4266;"Stoker";2013;"UK";99;"English";"R";"1702277";"12000000";235;469;6.80000019;84620;27000
516;"They Live";1988;"USA";93;"English";"R";"13008928";"4000000";333;172;7.30000019;73501;27000
4312;"The Smurfs 2";2013;"USA";105;"English";"PG";"71017784";"105000000";59;125;5.4000001;27257;0
3600;"The Back-up Plan";2010;"USA";104;"English";"PG-13";"37481242";"35000000";97;148;5.30000019;40654;0
1620;"On the Line";2001;"USA";85;"English";"PG";"4356743";"16000000";79;46;4.0999999;3662;0
2123;"Dead Man's Shoes";2004;"UK";90;"English";"";"6013";"695393";207;99;7.69999981;39929;0
1514;"Ali";2001;"USA";165;"English";"R";"58183966";"107000000";386;174;6.80000019;79186;0
274;"Raise the Titanic";1980;"UK";119;"English";"PG";"7000000";"36000000";70;32;4.69999981;2933;328
4765;"The Gallows";2015;"USA";81;"English";"R";"22757819";"100000";150;159;4.19999981;13521;0
3591;"Stone";2010;"USA";105;"English";"R";"1796024";"22000000";135;138;5.4000001;34985;0
1100;"Naturally Native";1998;"USA";107;"English";"PG-13";"10508";"700000";6;2;6.5;103;102
2714;"The Nativity Story";2006;"USA";101;"English";"PG";"37617947";"30000000";203;122;6.80000019;8143;0
2504;"Water";2005;"Canada";117;"Hindi";"PG-13";"3222857";"";147;91;7.80000019;12560;0
3637;"The Twilight Saga: Eclipse";2010;"USA";124;"English";"PG-13";"300523113";"68000000";498;293;4.9000001;184637;29000
1950;"Gods and Generals";2003;"USA";280;"English";"PG-13";"12870569";"56000000";497;84;6.30000019;13215;953
1121;"Small Soldiers";1998;"USA";108;"English";"PG-13";"53955614";"40000000";139;100;6.0999999;77415;0
2297;"Are We There Yet?";2005;"USA";95;"English";"PG";"82301521";"32000000";149;75;4.5999999;22679;773
1893;"Treasure Planet";2002;"USA";95;"English";"PG";"38120554";"140000000";217;127;7.0999999;71527;0
4125;"Against the Wild";2013;"Canada";90;"English";"PG";"";"2000000";9;11;4.69999981;840;326
2068;"Underworld";2003;"UK";133;"English";"R";"51483949";"22000000";806;226;7.0;208092;0
4756;"Terminator Genisys";2015;"USA";126;"English";"PG-13";"89732035";"155000000";867;474;6.5999999;188457;82000
3354;"Surrogates";2009;"USA";89;"English";"PG-13";"38542418";"80000000";252;258;6.30000019;151424;0
3608;"The Debt";2010;"USA";113;"English";"R";"31146570";"20000000";165;258;6.9000001;55441;0
2826;"In the Valley of Elah";2007;"USA";121;"English";"R";"6777589";"";224;232;7.19999981;60115;0
2250;"The Last Shot";2004;"USA";93;"English";"R";"463730";"";39;42;5.69999981;3789;89
3345;"Sorority Row";2009;"USA";101;"English";"R";"11956207";"16000000";126;167;5.0999999;24012;0
1162;"Very Bad Things";1998;"USA";100;"English";"R";"9801782";"10000000";481;100;6.30000019;39331;0
2012;"School of Rock";2003;"USA";108;"English";"PG-13";"81257845";"35000000";479;204;7.0999999;210680;0
257;"The Black Stallion";1979;"USA";118;"English";"G";"";"2700000";90;33;7.4000001;8856;0
4247;"Plush";2013;"USA";99;"English";"R";"2843";"";24;18;5.4000001;2895;604
2612;"Lady in the Water";2006;"USA";110;"English";"PG-13";"42272747";"70000000";1040;284;5.5999999;78635;0
506;"Mystic Pizza";1988;"USA";104;"English";"R";"12793213";"6000000";73;34;6.19999981;18286;0
1538;"Bully";2001;"USA";115;"English";"R";"510092";"";336;76;7.0;29424;0
2417;"Serenity";2005;"USA";119;"English";"PG-13";"25335935";"40000000";1594;276;8.0;242599;14000
1182;"Anna and the King";1999;"USA";148;"English";"PG-13";"39251128";"75000000";217;91;6.69999981;31080;0
3846;"The Ides of March";2011;"USA";101;"English";"R";"40962534";"12500000";288;421;7.0999999;188652;22000
1160;"Vampires";1998;"USA";104;"English";"R";"20241395";"20000000";403;114;6.0999999;42664;0
2406;"Pooh's Heffalump Movie";2005;"USA";68;"English";"G";"18081626";"20000000";32;45;6.4000001;4180;264
4168;"Ender's Game";2013;"USA";114;"English";"PG-13";"61656849";"110000000";554;326;6.69999981;184561;123000
2112;"Closer";2004;"USA";98;"English";"R";"33987757";"27000000";903;212;7.30000019;168314;12000
4673;"Green Room";2015;"USA";95;"English";"R";"3219029";"5000000";125;322;7.0999999;28845;10000
2682;"Superman Returns";2006;"USA";169;"English";"PG-13";"200069408";"209000000";2367;434;6.0999999;240396;0
3697;"Cedar Rapids";2011;"USA";87;"English";"R";"6857503";"";85;212;6.30000019;32697;0
3910;"Black Rock";2012;"USA";83;"English";"R";"";"";47;95;4.69999981;6531;0
1954;"Gothika";2003;"USA";98;"English";"R";"59588068";"40000000";376;207;5.80000019;89557;0
2520;"Alone with Her";2006;"USA";78;"English";"Not Rated";"10018";"1000000";31;71;6.0999999;3228;244
3073;"RocknRolla";2008;"UK";114;"English";"R";"5694401";"18000000";192;209;7.30000019;194489;12000
4829;"Bad Moms";2016;"USA";100;"English";"R";"55461307";"20000000";46;81;6.69999981;4654;18000
243;"The Last Waltz";1978;"USA";117;"English";"PG";"321952";"";113;71;8.19999981;12611;0
209;"Taxi Driver";1976;"USA";110;"English";"R";"";"1300000";881;211;8.30000019;507063;35000
1778;"Hero";2002;"China";80;"Mandarin";"PG-13";"84961";"31000000";841;283;7.9000001;149414;0
1457;"The Art of War";2000;"USA";116;"English";"R";"30199105";"40000000";167;110;5.69999981;25346;470
2249;"The Ladykillers";2004;"USA";104;"English";"R";"39692139";"35000000";400;193;6.19999981;84131;0
2908;"The Hills Have Eyes II";2007;"USA";89;"English";"R";"20801344";"15000000";211;161;5.0999999;49721;0
3032;"Leatherheads";2008;"USA";114;"English";"PG-13";"31199215";"58000000";120;186;6.0;27664;472
4587;"Whiplash";2014;"USA";107;"English";"R";"13092000";"3300000";731;535;8.5;399138;129000
210;"The Bad News Bears";1976;"USA";102;"English";"PG";"";"";91;40;7.30000019;16323;0
3649;"Tucker and Dale vs Evil";2010;"Canada";89;"English";"R";"223615";"";200;324;7.5999999;127842;49000
3070;"Revolutionary Road";2008;"USA";119;"English";"R";"22877808";"35000000";414;323;7.30000019;152591;0
1175;"A Walk on the Moon";1999;"USA";107;"English";"R";"4741987";"14000000";114;47;6.5999999;6782;860
932;"Boogie Nights";1997;"USA";155;"English";"R";"26384919";"15000000";560;153;7.9000001;189032;0
3424;"Watchmen";2009;"USA";215;"English";"R";"107503316";"130000000";1229;451;7.69999981;392474;18000
4540;"The Hobbit: The Battle of the Five Armies";2014;"New Zealand";164;"English";"PG-13";"255108370";"250000000";802;422;7.5;354228;65000
3323;"Pandorum";2009;"Germany";108;"English";"R";"10326062";"33000000";310;219;6.80000019;121432;10000
2764;"And Then Came Love";2007;"USA";90;"English";"";"";"989000";4;6;4.80000019;443;42
3018;"High School Musical 3: Senior Year";2008;"USA";112;"English";"G";"90556401";"11000000";171;128;4.5;43795;0
4858;"How to Be Single";2016;"USA";110;"English";"R";"46813366";"38000000";83;148;6.0999999;39440;15000
1145;"The Newton Boys";1998;"USA";123;"English";"PG-13";"10297897";"27000000";39;63;6.0;8309;315
3865;"Tinker Tailor Soldier Spy";2011;"France";127;"English";"R";"24104113";"20000000";517;466;7.0999999;149066;24000
1401;"Keeping the Faith";2000;"USA";128;"English";"PG-13";"37036404";"30000000";259;148;6.4000001;44816;0
4713;"Pan";2015;"USA";111;"English";"PG";"34964818";"150000000";186;256;5.80000019;39956;24000
2812;"Hairspray";2007;"USA";117;"English";"PG";"118823091";"75000000";401;219;6.69999981;98693;0
4631;"Chiamatemi Francesco - Il Papa della gente";2015;"Italy";98;"Spanish";"";"";"15000000";4;4;5.69999981;80;18
4390;"Da Sweet Blood of Jesus";2014;"USA";123;"English";"";"";"1420000";9;46;4.0999999;794;447
2819;"How She Move";2007;"Canada";94;"English";"PG-13";"7070459";"";18;62;3.29999995;4600;238
2657;"Renaissance";2006;"France";105;"English";"R";"63260";"14000000";90;112;6.69999981;14325;0
1103;"Out of Sight";1998;"USA";123;"English";"R";"37339525";"48000000";307;158;7.0;71708;0
1390;"Groove";2000;"USA";86;"English";"R";"1114943";"500000";74;46;6.5;3562;0
1365;"Chicken Run";2000;"UK";84;"English";"G";"106793915";"45000000";358;187;7.0;140499;0
3857;"The Roommate";2011;"USA";91;"English";"PG-13";"37300107";"16000000";115;138;4.80000019;29147;0
3310;"Next Day Air";2009;"USA";84;"English";"R";"10017041";"3000000";20;49;5.9000001;8265;545
4519;"Tammy";2014;"USA";100;"English";"R";"84518155";"20000000";144;148;4.9000001;35965;11000
1228;"Fight Club";1999;"USA";151;"English";"R";"37023395";"63000000";2968;315;8.80000019;1347461;48000
1400;"Isn't She Great";2000;"USA";95;"English";"R";"2954405";"36000000";64;63;5.30000019;1977;133
3592;"Submarine";2010;"UK";97;"English";"R";"466702";"";100;249;7.30000019;65877;17000
3625;"The Other Guys";2010;"USA";116;"English";"PG-13";"119219978";"100000000";316;265;6.69999981;189806;16000
387;"Red Dawn";1984;"USA";114;"English";"PG-13";"";"16900000";383;97;6.4000001;41776;0
787;"Pocahontas";1995;"USA";84;"English";"G";"141600000";"55000000";216;92;6.5999999;119675;0
1693;"What's the Worst That Could Happen?";2001;"USA";94;"English";"PG-13";"32095318";"45000000";84;64;5.5;12466;304
3602;"The Bounty Hunter";2010;"USA";110;"English";"PG-13";"67061228";"40000000";135;161;5.5;96565;0
3891;"Abraham Lincoln: Vampire Hunter";2012;"USA";105;"English";"R";"37516013";"69000000";348;393;5.9000001;128629;98000
90;"To Kill a Mockingbird";1962;"USA";129;"English";"Not Rated";"";"2000000";471;127;8.39999962;215086;15000
3565;"Ramona and Beezus";2010;"USA";103;"English";"G";"26161406";"15000000";52;81;6.69999981;13874;0
2452;"The Helix... Loaded";2005;"USA";97;"English";"R";"";"1000000";9;3;1.89999998;534;128
760;"Clueless";1995;"USA";97;"English";"PG-13";"56631572";"12000000";248;88;6.80000019;123390;0
1536;"Bubble Boy";2001;"USA";84;"English";"PG-13";"5002310";"13000000";181;47;5.5999999;25541;0
1603;"Madison";2001;"USA";94;"English";"PG";"508867";"";26;21;6.5;1033;282
3036;"Made of Honor";2008;"USA";101;"English";"PG-13";"46012734";"40000000";101;128;5.80000019;54421;3000
4036;"Ted";2012;"USA";112;"English";"R";"218628680";"50000000";623;457;7.0;471644;74000
3931;"Diary of a Wimpy Kid: Dog Days";2012;"USA";94;"English";"PG";"49002815";"22000000";35;88;6.4000001;15665;0
2842;"Michael Clayton";2007;"USA";119;"English";"R";"49024969";"25000000";363;299;7.30000019;133367;0
2420;"Sisters in Law";2005;"Cameroon";104;"English";"Not Rated";"32631";"";8;27;7.5;291;50
1314;"The Omega Code";1999;"USA";100;"English";"PG-13";"12610552";"7500000";206;39;3.5;4682;129
678;"Sugar Hill";1993;"USA";123;"English";"R";"18272447";"10000000";35;14;5.9000001;3119;331
1782;"Hollywood Ending";2002;"USA";112;"English";"PG-13";"4839383";"16000000";148;109;6.5999999;21613;762
4117;"A Madea Christmas";2013;"USA";100;"English";"PG-13";"52528330";"25000000";27;24;4.69999981;4265;0
1579;"Iris";2001;"UK";91;"English";"R";"1292119";"5500000";144;100;7.0999999;14786;0
1405;"Lost Souls";2000;"USA";97;"English";"R";"16779636";"28000000";167;100;4.80000019;9338;209
1775;"Harry Potter and the Chamber of Secrets";2002;"UK";174;"English";"PG";"261970615";"100000000";858;232;7.4000001;387616;0
4209;"Kick-Ass 2";2013;"USA";103;"English";"R";"28751715";"28000000";378;350;6.5999999;202967;36000
4257;"Saving Mr. Banks";2013;"USA";125;"English";"PG-13";"83299761";"35000000";306;405;7.5;117719;39000
416;"My Beautiful Laundrette";1985;"UK";97;"English";"R";"";"650000";64;46;6.9000001;10577;0
1871;"The Importance of Being Earnest";2002;"UK";97;"English";"PG";"8378141";"15000000";141;104;6.9000001;18966;0
4608;"Animal Kingdom: Let's go Ape";2015;"France";101;"French";"";"";"";5;9;4.9000001;590;161
2449;"The Game of Their Lives";2005;"USA";101;"English";"PG";"375474";"20000000";46;21;6.19999981;2613;445
3908;"Big Miracle";2012;"USA";107;"English";"PG";"20113965";"40000000";66;125;6.5;15231;0
3613;"The Grace Card";2010;"USA";101;"English";"PG-13";"2428241";"200000";26;25;6.4000001;2099;0
4583;"Unsullied";2014;"USA";93;"English";"R";"";"1500000";3;6;5.5;95;307
172;"Cries & Whispers";1972;"Sweden";91;"Swedish";"R";"";"400000";197;76;8.19999981;19964;0
4848;"Florence Foster Jenkins";2016;"UK";110;"English";"PG-13";"";"29000000";32;87;7.0999999;2167;0
4884;"Pride and Prejudice and Zombies";2016;"USA";108;"English";"PG-13";"10907291";"28000000";134;225;5.80000019;23775;73000
2603;"Iraq for Sale: The War Profiteers";2006;"USA";75;"English";"";"";"750000";24;21;7.69999981;1477;274
564;"Home Alone";1990;"USA";103;"English";"PG";"285761243";"18000000";305;102;7.5;311075;20000
3972;"Life of Pi";2012;"USA";127;"English";"PG";"124976634";"120000000";755;552;8.0;440084;122000
144;"The Stewardesses";1969;"USA";93;"English";"X";"";"100000";5;21;4.0;161;17
362;"The Outsiders";1983;"USA";114;"English";"PG-13";"25600000";"10000000";308;60;7.19999981;57363;10000
367;"Videodrome";1983;"Canada";89;"English";"R";"";"5952000";228;179;7.30000019;60522;0
3715;"Fast Five";2011;"USA";132;"English";"PG-13";"209805005";"125000000";366;342;7.30000019;284792;54000
2255;"The Merchant of Venice";2004;"USA";131;"English";"R";"3752725";"18000000";161;117;7.0999999;29715;0
2095;"Before Sunset";2004;"USA";80;"English";"R";"5792822";"2700000";492;211;8.0;168398;13000
1997;"Open Range";2003;"USA";139;"English";"R";"58328680";"22000000";494;153;7.5;54096;0
2947;"Why Did I Get Married?";2007;"USA";113;"English";"PG-13";"55184721";"15000000";100;41;5.5999999;9811;1000
2912;"The Kite Runner";2007;"USA";128;"Dari";"PG-13";"15797907";"20000000";230;201;7.5999999;68119;0
3422;"Vampire Killers";2009;"UK";88;"English";"R";"";"";91;107;5.19999981;17296;0
4586;"While We're Young";2014;"USA";97;"English";"R";"7574066";"10000000";96;270;6.30000019;30325;0
3941;"Foodfight!";2012;"USA";91;"English";"PG";"";"65000000";66;12;1.70000005;4377;0
2976;"Choke";2008;"USA";92;"English";"R";"2926565";"3000000";72;159;6.5;28573;0
2228;"Tae Guk Gi: The Brotherhood of War";2004;"South Korea";148;"Korean";"R";"1110186";"12800000";224;86;8.10000038;31943;0
4353;"A Walk Among the Tombstones";2014;"USA";114;"English";"R";"25977365";"28000000";207;253;6.5;87950;15000
1344;"American Psycho";2000;"USA";102;"English";"R";"15047419";"7000000";1061;288;7.5999999;357275;18000
3622;"The Names of Love";2010;"France";100;"French";"R";"513836";"4600000";21;87;7.19999981;6304;0
3499;"Green Zone";2010;"France";115;"English";"R";"35024475";"100000000";261;266;6.9000001;110364;0
552;"Arachnophobia";1990;"USA";103;"English";"PG-13";"53133888";"31000000";136;74;6.30000019;50389;0
4541;"The Homesman";2014;"USA";122;"English";"R";"2428883";"16000000";132;208;6.5999999;21370;0
1258;"Molly";1999;"USA";102;"English";"PG-13";"15593";"21000000";40;16;5.80000019;2295;284
1967;"Identity";2003;"USA";91;"English";"R";"51475962";"30000000";714;136;7.30000019;177828;11000
890;"The Craft";1996;"USA";101;"English";"R";"24881000";"15000000";195;93;6.19999981;57140;6000
1031;"Two Girls and a Guy";1997;"USA";84;"English";"R";"1950218";"1000000";102;54;5.5999999;5933;387
4361;"American Sniper";2014;"USA";133;"English";"R";"350123553";"58800000";916;490;7.30000019;325264;112000
3150;"Transsiberian";2008;"Spain";111;"English";"R";"2203641";"15000000";162;150;6.69999981;42792;0
4581;"Unfriended";2014;"USA";83;"English";"R";"31537320";"1000000";309;270;5.69999981;44329;13000
96;"It's a Mad, Mad, Mad, Mad World";1963;"USA";197;"English";"Approved";"46300000";"9400000";344;61;7.5999999;29323;0
3360;"The Boondock Saints II: All Saints Day";2009;"USA";138;"English";"R";"10269307";"8000000";188;91;6.30000019;53251;0
793;"Showgirls";1995;"France";131;"English";"NC-17";"20302961";"45000000";450;181;4.5999999;49874;0
3101;"The Bank Job";2008;"UK";111;"English";"R";"30028592";"20000000";189;222;7.30000019;152247;0
1164;"What Dreams May Come";1998;"USA";113;"English";"PG-13";"55350897";"85000000";619;121;7.0;83560;32000
4352;"A Most Wanted Man";2014;"UK";122;"English";"R";"17237244";"15000000";158;291;6.80000019;57210;13000
3168;"What Happens in Vegas";2008;"USA";101;"English";"PG-13";"80276912";"35000000";151;148;6.0999999;140740;0
1850;"Stolen Summer";2002;"USA";91;"English";"PG";"119841";"1500000";55;31;6.5;2419;304
1261;"My Favorite Martian";1999;"USA";94;"English";"PG";"36830057";"65000000";73;49;4.9000001;10883;448
4112;"30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo";2013;"USA";80;"English";"R";"";"3000000";13;29;2.5999999;2978;2000
3597;"The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It";2010;"USA";82;"English";"R";"";"1300000";42;16;2.70000005;5579;0
3198;"Alvin and the Chipmunks: The Squeakquel";2009;"USA";88;"English";"PG";"219613391";"75000000";98;107;4.5;31649;2000
4849;"Free State of Jones";2016;"USA";139;"English";"R";"20389967";"50000000";47;79;6.69999981;3077;10000
4010;"Safe";2012;"USA";94;"English";"R";"17120019";"30000000";134;258;6.5;83097;12000
3765;"Martha Marcy May Marlene";2011;"USA";102;"English";"R";"2981638";"";186;348;6.9000001;40425;0
3979;"Magic Mike";2012;"USA";110;"English";"R";"113709992";"7000000";281;324;6.0999999;108843;54000
3239;"Dead Like Me: Life After Death";2009;"USA";87;"English";"R";"";"5000000";80;19;6.0999999;10734;887
1318;"The Story of Us";1999;"USA";95;"English";"R";"27067160";"50000000";150;99;5.9000001;18404;0
1235;"Go";1999;"USA";102;"English";"R";"16842303";"6500000";418;137;7.30000019;59474;0
4662;"Fear Clinic";2015;"USA";95;"English";"R";"";"1000000";19;39;5.19999981;6256;936
4176;"Faith Connections";2013;"India";115;"Hindi";"";"";"550000";3;19;7.0;113;126
237;"Halloween";1978;"USA";101;"English";"R";"47000000";"300000";1191;318;7.9000001;157857;12000
2841;"Martian Child";2007;"USA";106;"English";"PG";"7486906";"27000000";71;118;6.80000019;17436;0
1680;"The Shipping News";2001;"USA";111;"English";"R";"11405825";"35000000";208;119;6.80000019;28542;0
2067;"Under the Tuscan Sun";2003;"USA";113;"English";"PG-13";"43601508";"18000000";317;111;6.69999981;35718;0
1571;"Heartbreakers";2001;"USA";123;"English";"PG-13";"40334024";"35000000";216;116;6.19999981;44168;989
3476;"Diary of a Wimpy Kid";2010;"USA";94;"English";"PG";"64001297";"15000000";103;111;6.19999981;32002;0
1116;"Six Days Seven Nights";1998;"USA";98;"English";"PG-13";"74329966";"70000000";164;97;5.69999981;60910;0
2710;"The Magic Flute";2006;"France";135;"English";"";"";"27000000";19;38;6.5999999;926;359
2473;"The Quiet";2005;"USA";91;"English";"R";"381186";"900000";90;65;6.4000001;13485;698
1670;"The Mexican";2001;"USA";123;"English";"R";"66808615";"34000000";344;125;6.0999999;87351;2000
2950;"Zodiac";2007;"USA";162;"English";"R";"33048353";"65000000";589;377;7.69999981;301279;12000
2681;"Stranger Than Fiction";2006;"USA";113;"English";"PG-13";"40137776";"38000000";529;253;7.5999999;186977;13000
2573;"Farce of the Penguins";2006;"USA";80;"English";"R";"";"";47;19;4.19999981;4322;419
4806;"Unfinished Business";2015;"USA";91;"English";"R";"10214013";"35000000";89;90;5.4000001;23072;0
1546;"Don't Say a Word";2001;"USA";113;"English";"R";"54997476";"50000000";248;113;6.30000019;40362;970
1450;"Snow Day";2000;"USA";89;"English";"PG";"60008303";"13000000";91;42;4.9000001;9285;0
1045;"Armageddon";1998;"USA";153;"English";"PG-13";"201573391";"140000000";1171;167;6.5999999;322395;11000
1058;"City of Angels";1998;"Germany";114;"English";"PG-13";"78745923";"55000000";322;110;6.69999981;94407;0
636;"Raising Cain";1992;"USA";91;"English";"R";"21370057";"12000000";80;33;6.0;9903;541
3398;"The Princess and the Frog";2009;"USA";97;"English";"G";"104374107";"105000000";214;228;7.0999999;89351;5000
2667;"Severance";2006;"UK";90;"English";"R";"136432";"5000000";194;200;6.5999999;31890;0
2677;"Special";2006;"USA";81;"English";"R";"6387";"1000000";37;56;6.9000001;4862;0
2348;"Guess Who";2005;"USA";105;"English";"PG-13";"67962333";"35000000";160;104;5.9000001;33887;919
378;"Dune";1984;"USA";177;"English";"PG-13";"27400000";"40000000";569;144;6.5999999;97087;11000
4392;"Dawn of the Planet of the Apes";2014;"USA";130;"English";"PG-13";"208543795";"170000000";620;521;7.5999999;317542;45000
1213;"Doug's 1st Movie";1999;"USA";77;"English";"G";"19421271";"5000000";18;28;5.0;2448;122
4688;"Into the Grizzly Maze";2015;"USA";94;"English";"R";"";"10000000";38;48;5.30000019;4486;0
1978;"Looney Tunes: Back in Action";2003;"Germany";91;"English";"PG";"20950820";"80000000";160;101;5.69999981;24183;665
390;"Splash";1984;"USA";111;"English";"PG";"69800000";"8000000";99;43;6.19999981;54723;0
4134;"Bad Grandpa";2013;"USA";102;"English";"R";"101978840";"15000000";162;157;6.5999999;77724;26000
481;"The Last Emperor";1987;"China";219;"English";"PG-13";"43984230";"23000000";133;75;7.80000019;70274;0
1737;"City of God";2002;"Brazil";135;"Portuguese";"R";"7563397";"3300000";749;214;8.69999981;533200;28000
2281;"Wicker Park";2004;"USA";114;"English";"PG-13";"12831121";"30000000";298;98;7.0;44979;0
2525;"Arthur and the Invisibles";2006;"France";94;"English";"PG";"15131330";"86000000";64;101;6.0;25843;941
2381;"Lord of War";2005;"USA";122;"English";"R";"24127895";"50000000";437;168;7.5999999;248123;10000
1558;"Frailty";2001;"USA";100;"English";"R";"13103828";"11000000";463;161;7.30000019;59982;5000
2857;"Paranormal Activity";2007;"USA";84;"English";"R";"107917283";"15000";1189;409;6.30000019;184824;12000
2424;"Star Wars: Episode III - Revenge of the Sith";2005;"USA";140;"English";"PG-13";"380262555";"113000000";3286;359;7.5999999;520104;10000
849;"Girl 6";1996;"USA";108;"English";"R";"4903000";"12000000";33;30;5.0;4961;251
2756;"A Dog's Breakfast";2007;"Canada";88;"English";"";"";"120000";46;8;7.0;3262;377
479;"The Barbarians";1987;"USA";87;"English";"R";"800000";"4000000";35;15;4.80000019;2308;550
3776;"Newlyweds";2011;"USA";95;"English";"Not Rated";"4584";"9000";14;14;6.4000001;1338;413
2323;"Derailed";2005;"USA";112;"English";"R";"36020063";"22000000";375;116;6.5999999;62584;0
3709;"Drive";2011;"USA";100;"English";"R";"35054909";"15000000";1264;676;7.80000019;431578;81000
3106;"The Chronicles of Narnia: Prince Caspian";2008;"USA";150;"English";"PG";"141614023";"225000000";438;258;6.5999999;149922;0
413;"Ladyhawke";1985;"USA";121;"English";"PG-13";"";"20000000";185;52;7.0;33597;0
3183;"9";2009;"USA";79;"English";"PG-13";"31743332";"30000000";245;263;7.0999999;111117;13000
2313;"Chicken Tikka Masala";2005;"UK";90;"English";"";"";"1200000";14;10;5.80000019;480;172
2375;"Kingdom of Heaven";2005;"USA";194;"English";"R";"47396698";"130000000";942;239;7.19999981;217373;0
603;"Straight Out of Brooklyn";1991;"USA";91;"English";"R";"2712293";"450000";11;8;5.9000001;475;123
4487;"Paddington";2014;"UK";95;"English";"PG";"76137505";"55000000";174;224;7.19999981;49207;30000
3984;"Mirror Mirror";2012;"USA";106;"English";"PG";"64933670";"85000000";208;382;5.5999999;70838;18000
4047;"The Cold Light of Day";2012;"USA";93;"English";"PG-13";"3749061";"20000000";113;119;4.9000001;28629;0
1836;"Sex with Strangers";2002;"USA";105;"English";"";"247740";"";8;12;4.69999981;285;51
1600;"Lovely & Amazing";2001;"USA";91;"English";"R";"4186931";"250000";85;71;6.9000001;6041;169
2432;"The Amityville Horror";2005;"USA";90;"English";"R";"64255243";"19000000";518;220;6.0;80903;0
3997;"Premium Rush";2012;"USA";91;"English";"PG-13";"20275446";"35000000";178;248;6.5;95274;20000
3230;"Cloudy with a Chance of Meatballs";2009;"USA";90;"English";"PG";"124870275";"100000000";156;191;7.0;152601;0
762;"Copycat";1995;"USA";123;"English";"R";"32051917";"20000000";140;57;6.5999999;42315;0
4566;"The Sound and the Shadow";2014;"USA";90;"English";"R";"";"";1;1;8.30000019;30;70
1889;"The Tuxedo";2002;"USA";98;"English";"PG-13";"50189179";"60000000";207;81;5.30000019;61966;797
2554;"Crazy Stone";2006;"China";98;"Mandarin";"";"";"3000000";9;11;7.69999981;2097;23
4629;"Chappie";2015;"USA";120;"English";"R";"31569268";"49000000";627;371;6.9000001;172965;67000
3553;"Nanny McPhee Returns";2010;"UK";109;"English";"PG";"28995450";"35000000";59;97;6.0999999;19230;0
4179;"Frozen";2013;"USA";102;"English";"PG";"400736600";"150000000";904;406;7.5999999;421658;58000
2701;"The History Boys";2006;"UK";109;"English";"R";"2706659";"2000000";172;112;6.9000001;17770;0
3428;"Whiteout";2009;"USA";101;"English";"R";"10268846";"35000000";142;166;5.5;31918;0
2143;"Freeze Frame";2004;"UK";99;"English";"R";"";"2000000";41;24;6.4000001;2588;205
3465;"Charlie St. Cloud";2010;"USA";99;"English";"PG-13";"31136950";"44000000";75;117;6.5;47364;0
4066;"The Man with the Iron Fists";2012;"USA";107;"English";"R";"15608545";"15000000";224;208;5.4000001;53471;29000
