"track_name","bpm","key","mode","danceability_%","valence_%","energy_%","acousticness_%","instrumentalness_%","liveness_%","speechiness_%","cover_url","artist_id","date_id","spotify_tracking_id","apple_tracking_id","deezer_tracking_id","shazam_tracking_id"
"Snow On The Beach (feat. More Lana Del Rey)",110,"F#","Minor",66,32,40,81,0,11,3,"Not Found",654,145,748,430,158,14
"Players",105,"F#","Major",95,62,52,3,0,5,16,"https://i.scdn.co/image/ab67616d0000b2731cf7cf4446b496525e423465",655,201,750,432,159,130
"Bite Me",105,"C#","Major",80,69,78,28,0,11,14,"https://i.scdn.co/image/ab67616d0000b2731d03b5e88cee6870778a4d27",500,137,753,434,69,102
"Stand By Me (feat. Morgan Wallen)",134,"B","Major",76,61,58,6,0,16,3,"https://i.scdn.co/image/ab67616d0000b2736234c2c6d4bb935839ac4719",657,145,754,436,146,131
"Normal",170,"E","Minor",71,59,56,4,0,27,12,"https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb",399,207,761,438,160,132
"Hummingbird (Metro Boomin & James Blake)",81,"F#","Major",59,26,60,46,1,25,13,"https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f",659,75,762,440,69,91
"Seu Brilho Sumiu - Ao Vivo",154,"F#","Major",63,75,92,31,0,91,5,"https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035",660,208,763,441,161,15
"Bad Habit",169,"C#","Major",69,69,51,63,0,38,4,"https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee",445,210,764,442,162,15
"CUFF IT",115,"G","Major",78,64,69,4,0,7,14,"Not Found",362,212,765,473,163,133
"Lilith (feat. SUGA of BTS) (Diablo IV Anthem)",84,"A","Minor",43,14,74,1,0,19,8,"https://i.scdn.co/image/ab67616d0000b273f19310c007c0fad365b0542e",663,214,766,475,59,134
"69",93,"G#","Major",79,58,62,11,0,11,23,"https://i.scdn.co/image/ab67616d0000b273ea97d86f1fa8532cd8c75188",664,7,767,477,164,87
"Niï¿½ï¿½a Bo",91,"G","Major",82,47,62,10,0,10,15,"Not Found",665,216,768,479,165,81
"Search & Rescue",142,"A#","Minor",82,54,44,6,0,33,7,"https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96",366,60,769,480,166,135
"AMERICA HAS A PROBLEM (feat. Kendrick Lamar)",126,"C#","Major",78,20,70,1,0,16,4,"Not Found",667,63,770,481,167,91
"Lavender Haze",97,"A#","Major",73,10,44,26,0,16,8,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5",52,56,771,483,168,91
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",101,"F","Major",92,59,51,41,51,26,8,"https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f",669,75,772,485,138,14
"Efecto",98,"G","Minor",80,23,48,14,0,6,5,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",27,102,773,487,169,86
"Erro Gostoso - Ao Vivo",154,"F#","Major",59,63,89,18,0,80,9,"https://i.scdn.co/image/ab67616d0000b2735559a80512e3986640b0140d",671,144,774,489,170,62
"Cupido",120,"A","Major",91,63,58,52,0,31,22,"https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d",672,218,775,491,171,136
"Just Wanna Rock",150,"B","Major",49,4,55,7,0,6,3,"https://i.scdn.co/image/ab67616d0000b273438799bc344744c12028bb0f",673,220,776,493,172,14
"Until I Found You",202,"A#","Major",34,25,51,69,0,18,4,"https://i.scdn.co/image/ab67616d0000b2732bf0876d42b90a8852ad6244",674,224,777,495,173,137
"Rich Flex",153,"B","Minor",56,42,52,5,0,36,24,"https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad",471,225,778,496,174,133
"Easy On Me",142,"F","Major",60,13,37,58,0,13,3,"https://i.scdn.co/image/ab67616d0000b27350dba34377a595e35f81b0e4",251,227,779,498,175,94
"Cartï¿½ï¿½o B",108,"A","Minor",84,55,47,26,0,20,64,"Not Found",677,193,780,500,106,138
"Danger (Spider) (Offset & JID)",143,"B","Major",83,25,69,4,0,23,12,"https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f",678,75,781,502,146,14
"Oi Balde - Ao Vivo",108,"D","Major",67,55,67,60,0,80,5,"Not Found",679,218,782,504,176,125
"MERCHO",93,"F#","Minor",84,96,79,43,0,18,11,"Not Found",680,185,783,506,177,55
"The Color Violet",105,"F#","Minor",65,46,53,16,0,9,5,"https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67",681,229,784,511,178,136
"Glimpse of Us",170,"G#","Major",44,27,32,89,0,14,5,"https://i.scdn.co/image/ab67616d0000b27308596cc28b9f5b00bfe08ae7",18,231,785,513,179,122
"Mejor Que Yo",178,"C#","Minor",62,56,66,18,0,12,5,"Not Found",683,80,786,515,180,91
"Curtains",176,"F#","Minor",50,44,76,10,0,32,5,"https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796",466,233,787,517,181,139
"UNFORGIVEN (feat. Nile Rodgers)",104,"E","Minor",80,38,88,11,0,11,5,"Not Found",685,192,788,519,158,62
"Haegeum",85,"G","Major",70,83,84,31,0,47,30,"https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e",686,216,789,521,182,94
"Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ",117,"F#","Minor",77,69,58,39,0,26,5,"Not Found",687,235,790,523,183,15
"MIENTRAS ME CURO DEL CORA",80,"","Major",52,57,48,86,0,15,39,"https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335",311,21,791,527,184,14
"Never Felt So Alone",98,"F","Major",44,36,41,50,0,38,5,"https://i.scdn.co/image/ab67616d0000b2737dda6cb97a57f116f6fbf0be",3,60,792,529,185,140
"X SI VOLVEMOS",178,"C#","Minor",79,58,78,34,0,11,25,"https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335",690,147,793,530,186,134
"ceilings",148,"A","Major",51,27,33,48,0,22,3,"https://i.scdn.co/image/ab67616d0000b273d370fdc4dbc47778b9b667c3",691,237,794,531,187,132
"Cupid",120,"D","Major",77,94,66,65,0,38,3,"https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb",90,21,795,532,188,141
"I AM",122,"E","Minor",68,38,88,1,0,8,5,"https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8",79,241,796,533,101,142
"Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe",144,"F","Major",74,75,73,42,0,9,4,"Not Found",694,243,797,52,146,14
"Shorty Party",96,"D","Major",93,47,47,33,0,10,36,"https://i.scdn.co/image/ab67616d0000b273608e249e118a39e897f149ce",695,245,798,535,189,125
"Super",137,"G#","Major",77,35,88,16,0,17,9,"https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264",696,247,799,537,158,142
"Slut Me Out",121,"F#","Minor",94,71,61,12,0,53,42,"https://i.scdn.co/image/ab67616d0000b27349a4f6c9a637e02252a0076d",697,98,800,539,190,134
"Double Fantasy (with Future)",119,"A","Minor",60,10,57,1,0,50,3,"https://i.scdn.co/image/ab67616d0000b273c7d6fe09dfe4af1580e59705",698,216,801,541,191,14
"All Of The Girls You Loved Before",96,"D","Major",72,40,47,71,0,13,4,"https://i.scdn.co/image/ab67616d0000b2738481d8f15859aa5bae75ee17",52,6,802,543,139,52
"PROVENZA",111,"C#","Major",87,53,52,66,1,11,5,"https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335",311,250,803,545,192,140
"Princess Diana (with Nicki Minaj)",148,"A","Major",90,74,68,14,0,10,19,"Not Found",701,116,804,52,74,14
"Di Que Si",182,"A","Major",57,80,59,8,0,6,5,"https://i.scdn.co/image/ab67616d0000b273aab35973ece2916fb24244fe",702,81,805,549,87,47
"Igualito a Mi Apï¿",145,"E","Minor",76,80,81,19,0,6,9,"Not Found",703,252,806,553,193,134
"Shoong! (feat. LISA of BLACKPINK)",110,"B","Minor",76,26,70,1,0,41,6,"https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328",704,254,4,555,194,84
"Komang",134,"G","Major",70,35,41,41,0,10,3,"https://i.scdn.co/image/ab67616d0000b273f20ec6ba1f431a90dbf2e8b6",705,256,6,408,195,143
"DESPECHï¿",130,"G","Major",92,78,62,18,0,6,10,"Not Found",706,258,7,556,196,142
"Made You Look",145,"A#","Major",84,88,53,35,0,8,7,"https://i.scdn.co/image/ab67616d0000b2731a4f1ada93881da4ca8060ff",707,56,10,557,197,38
"Watch This - ARIZONATEARS Pluggnb Remix",130,"B","Minor",69,36,90,1,10,15,4,"Not Found",708,260,11,52,198,14
"No Se Va",173,"","Major",59,69,53,12,0,23,3,"https://i.scdn.co/image/ab67616d0000b273042b5cc9a1a0a97cfc005ee8",709,262,12,559,199,144
"Punto G",92,"B","Minor",75,55,76,25,0,10,15,"https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0",72,225,13,561,200,91
"Lovers Rock",105,"F","Minor",56,57,87,0,1,10,4,"https://i.scdn.co/image/ab67616d0000b273e1bc1af856b42dd7fdba9f84",711,264,14,563,201,47
"METAMORPHOSIS",175,"G","Minor",59,15,64,43,90,12,10,"https://i.scdn.co/image/ab67616d0000b273b852a616ae3a49a1f6b0f16e",712,266,15,1,41,111
"Mami Chula",120,"G","Minor",80,33,70,22,0,9,4,"Not Found",713,268,16,2,181,145
"En Paris",139,"D#","Minor",70,77,48,37,0,12,5,"https://i.scdn.co/image/ab67616d0000b27354c372ef8e7b53bb3c932ac5",714,270,19,3,202,14
"Set Me Free Pt.2",132,"","Minor",59,56,82,12,0,12,6,"https://i.scdn.co/image/ab67616d0000b2734f4ec2c2a865569bd4a067a4",100,16,21,4,203,94
"I Was Never There",114,"A#","Major",32,17,74,14,0,17,3,"https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730",295,272,22,5,204,24
"Don't ever say love me (feat. RM of BTS)",145,"B","Minor",54,19,48,36,0,37,5,"Not Found",717,80,23,6,69,14
"Shut Down",110,"","Major",82,67,69,0,0,18,4,"https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406",467,275,25,7,205,86
"Gato de Noche",94,"G#","Major",89,61,66,17,0,36,16,"https://i.scdn.co/image/ab67616d0000b273ed132404686f567c8f793058",719,277,26,8,206,14
"Call Out My Name",134,"C#","Major",45,17,60,21,0,33,4,"https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730",187,272,28,9,207,146
"Like Crazy (English Version)",120,"G","Major",62,32,76,0,0,39,4,"https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d",100,24,31,11,69,52
"Rosa Pastel",123,"G","Minor",70,86,68,24,0,11,4,"Not Found",531,147,32,14,202,91
"Sunroof",131,"A#","Major",77,84,71,35,0,15,4,"https://i.scdn.co/image/ab67616d0000b273ecd970d1d2623b6c7fc6080c",723,279,33,15,208,14
"Mas Rica Que Ayer",94,"B","Major",82,53,67,34,0,9,8,"Not Found",683,281,34,16,151,91
"People Pt.2 (feat. IU)",89,"G","Minor",73,44,57,39,0,32,6,"Not Found",725,60,35,17,209,147
"REMIX EXCLUSIVO",87,"F","Minor",65,71,56,4,0,15,20,"https://i.scdn.co/image/ab67616d0000b273adf20f92c3153248fd7aac9e",399,16,36,18,210,132
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol",124,"B","Minor",72,79,78,55,0,15,30,"Not Found",727,283,38,20,211,91
"DOGTOOTH",78,"G#","Major",71,80,65,51,0,22,32,"https://i.scdn.co/image/ab67616d0000b273aa95a399fd30fbb4f6f59fca",11,285,39,22,212,125
"10:35",120,"G#","Major",70,70,79,7,0,18,10,"Not Found",729,286,57,26,213,148
"SORRY NOT SORRY",96,"F#","Minor",48,50,80,40,0,37,20,"Not Found",11,22,60,28,190,14
"HAPPY",106,"G","Major",73,22,86,31,0,12,4,"https://i.scdn.co/image/ab67616d0000b273ff8a4276b3be31c839557439",731,287,61,30,180,68
"La Bebe",170,"D","Minor",78,75,46,62,0,12,35,"https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9",732,288,63,31,193,86
"I Know - PR1SVX Edit",134,"B","Minor",67,11,76,8,47,30,7,"https://i.scdn.co/image/ab67616d0000b273efae10889cd442784f3acd3d",733,24,65,32,69,91
"Late Night Talking",115,"A#","Major",71,90,73,30,0,11,5,"https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0",12,289,66,34,214,149
"Leï¿½",130,"F#","Major",74,79,87,45,0,30,3,"Not Found",735,111,67,36,215,97
"Save Your Tears (with Ariana Grande) (Remix)",118,"","Major",65,63,79,3,0,10,3,"Not Found",300,158,68,38,216,65
"Something in the Orange",110,"G","Major",59,22,38,42,0,12,3,"https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb",737,98,69,47,217,109
"VOID",100,"A","Major",72,42,66,18,4,19,4,"https://i.scdn.co/image/ab67616d0000b2733c6c534cdacc9cf53e6d2977",738,290,70,51,218,93
"Dijeron Que No La Iba Lograr",142,"G","Minor",70,76,79,26,0,11,7,"Not Found",739,313,71,53,202,94
"Midnight Rain",140,"","Major",64,18,37,72,0,12,7,"https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5",52,56,72,54,198,14
"If We Ever Broke Up",116,"G","Major",90,96,73,62,0,9,4,"https://i.scdn.co/image/ab67616d0000b273918207ec2316cec13a0e036f",741,64,74,55,219,150
"You Proof",120,"A","Major",73,64,85,25,0,61,3,"https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9",116,73,77,56,158,77
"LA INOCENTE",92,"F","Minor",76,46,79,31,0,7,6,"Not Found",743,315,79,57,220,151
"Malas Decisiones",110,"G#","Minor",81,64,79,5,0,31,3,"https://i.scdn.co/image/ab67616d0000b2739afe5698b0a9559dabc44ac8",744,317,82,58,198,14
"Murder In My Mind",120,"A#","Major",71,57,97,1,0,13,11,"https://i.scdn.co/image/ab67616d0000b2731440ffaa43c53d65719e0150",745,318,83,59,108,89
"CAIRO",115,"F","Minor",95,43,69,47,0,9,31,"https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335",746,319,84,60,221,38
"I Love You So",76,"A#","Major",58,46,67,65,0,13,4,"https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f",747,321,85,61,222,132
"Dark Red",172,"F#","Major",60,77,78,45,0,12,6,"https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979",445,325,87,62,223,65
"Heart To Heart",150,"G#","Minor",90,64,14,67,35,11,10,"https://i.scdn.co/image/ab67616d0000b273fa1323bb50728c7489980672",749,141,88,64,224,91
"Peaches (from The Super Mario Bros. Movie)",92,"A#","Minor",71,41,31,79,0,10,5,"Not Found",750,60,89,52,74,14
"Marisola - Remix",95,"C#","Major",77,72,87,17,0,7,5,"Not Found",751,326,91,18,110,14
"LOKERA",102,"B","Minor",83,58,83,21,0,10,5,"Not Found",752,327,92,66,225,87
"Low",145,"","Minor",70,34,55,43,0,16,6,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,95,68,226,94
"Tormenta (feat. Bad Bunny)",95,"","Major",64,30,77,46,0,38,6,"https://i.scdn.co/image/ab67616d0000b2734b0ddebba0d5b34f2a2f07a4",754,21,97,71,227,14
"on the street (with J. Cole)",94,"B","Minor",68,81,82,53,0,9,13,"https://i.scdn.co/image/ab67616d0000b2735e8286ff63f7efce1881a02b",755,100,100,73,75,94
"One Thing At A Time",142,"G","Major",61,92,91,0,0,26,3,"https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9",116,55,116,75,69,152
"Miss You",145,"F#","Minor",59,20,74,1,0,15,5,"Not Found",757,328,117,78,228,153
"Ainï¿½ï¿½ï¿½t Tha",121,"F#","Minor",64,67,80,0,0,36,3,"Not Found",116,100,118,80,74,14
"Thinkinï¿½ï¿½ï¿½ B",140,"D#","Minor",66,43,76,49,0,12,3,"Not Found",116,100,119,81,74,95
"Private Landing (feat. Justin Bieber & Future)",137,"C#","Minor",84,44,67,8,0,11,6,"https://i.scdn.co/image/ab67616d0000b273feeff698e6090e6b02f21ec0",760,59,121,82,212,119
"Everything I Love",104,"G#","Major",56,72,85,0,0,15,3,"https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9",116,35,122,83,74,154
"Heaven",92,"F","Major",57,68,76,7,0,33,3,"https://i.scdn.co/image/ab67616d0000b2732a368fea49f5c489a9dc3949",762,329,124,85,187,16
"LET GO",146,"D","Minor",74,51,45,86,0,21,38,"https://i.scdn.co/image/ab67616d0000b273cbb3701743a568e7f1c4e967",20,326,125,87,229,60
"Sial",120,"D","Major",56,20,43,89,0,12,4,"https://i.scdn.co/image/ab67616d0000b2732f7bb02cb4b74bd7c2406428",764,154,126,88,74,133
"I Wrote The Book",144,"D","Major",68,83,81,9,0,8,4,"https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9",116,35,127,89,74,14
"Apna Bana Le (From ""Bhediya"""")""",94,"A","Major",59,44,56,80,0,6,3,"Not Found",766,330,129,90,74,76
"SPIT IN MY FACE!",94,"G#","Major",73,65,79,5,2,11,6,"https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3",149,331,130,91,158,14
"PLAYA DEL INGLï¿½",113,"G","Minor",79,66,74,8,0,11,5,"Not Found",768,326,133,92,230,110
"Man Made A Bar (feat. Eric Church)",148,"E","Major",50,49,76,12,0,12,3,"https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9",769,100,135,93,107,14
"Red Ruby Da Sleeze",98,"C#","Major",70,29,73,12,0,11,26,"https://i.scdn.co/image/ab67616d0000b273064c51559ea4a86bd557a86f",30,100,139,94,151,152
"Kahani Suno 2.0",140,"B","Major",58,26,38,91,0,10,4,"https://i.scdn.co/image/ab67616d0000b2734697d4ee22b3f63c17a3b9ec",771,332,141,96,107,91
"Nobody Gets Me",100,"G","Major",36,28,28,81,0,18,3,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,142,99,231,86
"PERO Tï¿",140,"F#","Major",86,68,79,39,0,11,29,"Not Found",773,59,144,101,232,91
"Hype Boy",100,"E","Minor",59,78,94,27,0,29,23,"https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209",84,333,145,104,189,117
"Bloody Mary",100,"A","Minor",59,49,65,2,0,13,3,"https://i.scdn.co/image/ab67616d0000b273a47c0e156ea3cebe37fdcab8",340,131,147,106,233,155
"Monotonï¿½",132,"","Minor",87,82,70,42,0,21,5,"Not Found",776,334,149,107,234,119
"ýýý98 Braves",142,"D","Major",49,48,67,10,0,26,3,"Not Found",116,100,150,108,74,14
"WANDA",176,"E","Minor",72,96,63,25,0,21,7,"https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0",72,335,151,111,235,117
"Thought You Should Know",140,"F#","Major",53,51,70,49,0,14,3,"https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9",116,102,153,113,107,156
"Zona De Perigo",135,"F","Major",81,97,77,75,0,35,3,"https://i.scdn.co/image/ab67616d0000b2737fc5a85369c7df7f5f63efa3",780,19,154,114,236,14
"Lovezinho",128,"E","Minor",82,61,59,30,0,12,4,"Not Found",781,258,158,116,190,134
"I Like You (A Happier Song) (with Doja Cat)",101,"F","Major",74,43,69,12,0,12,7,"https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97",782,336,160,119,237,144
"Neverita",122,"A#","Major",88,43,50,7,0,14,5,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",27,102,162,121,238,14
"Vista Al Mar",105,"","Minor",76,49,56,80,12,10,13,"https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0",72,337,166,122,239,134
"Sem Alianï¿½ï¿½a no ",83,"C#","Major",53,40,36,73,0,11,33,"Not Found",785,338,169,124,198,91
"Enemy (with JID) - from the series Arcane League of Legends",77,"B","Minor",72,59,76,24,0,42,28,"https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13",786,339,171,126,240,65
"Revenge",140,"B","Minor",75,18,25,78,0,11,26,"https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5",58,340,173,128,241,86
"Bombonzinho - Ao Vivo",158,"C#","Major",65,72,95,31,0,92,5,"https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035",788,341,174,132,242,132
"LA CANCIï¿½",176,"G","Major",75,43,65,15,0,11,32,"Not Found",789,342,176,134,243,52
"Quï¿½ï¿½ Ago",98,"B","Major",73,88,57,56,0,5,2,"Not Found",790,343,179,136,244,93
"Love Again",107,"B","Minor",66,47,40,72,0,11,3,"https://i.scdn.co/image/ab67616d0000b273a53643fc03785efb9926443d",224,144,180,137,187,14
"After Hours",109,"F","Minor",66,16,57,10,1,12,3,"https://i.scdn.co/image/ab67616d0000b27360884bc925e0ca47e8006996",187,344,183,138,245,157
"About Damn Time",109,"A#","Minor",84,72,74,10,0,34,7,"https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04",154,88,208,52,246,14
"Born With A Beer In My Hand",148,"","Major",53,61,81,5,0,36,4,"https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9",116,100,212,6,74,14
"ýýýýýýýýýýýýýýýýýýýýý",158,"F#","Minor",60,52,76,17,0,19,5,"Not Found",795,345,213,139,158,133
"Besos Moja2",94,"F","Minor",74,64,73,6,0,10,6,"https://i.scdn.co/image/ab67616d0000b2739f05bb270f81880fd844aae8",796,197,214,140,247,91
"Maan Meri Jaan",96,"F#","Minor",70,40,51,35,0,10,4,"https://i.scdn.co/image/ab67616d0000b27337f65266754703fd20d29854",797,199,215,141,107,60
"Moscow Mule",100,"F","Minor",80,29,67,29,0,12,3,"https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72",27,102,216,142,248,86
"My Universe",105,"A","Major",58,42,68,1,0,14,4,"https://i.scdn.co/image/ab67616d0000b273f60a9b7e2abafc38da31f575",799,346,218,52,74,14
"Devil Donï¿½ï¿½ï¿½",125,"","Major",53,32,66,38,0,9,3,"Not Found",116,100,220,143,74,14
"LLYLM",170,"F#","Minor",56,56,63,13,0,19,27,"https://i.scdn.co/image/ab67616d0000b273b175e5feb05c6c28cc08ab62",706,144,221,144,249,158
"I'm Not Here To Make Friends",115,"","Major",70,84,90,17,0,41,6,"Not Found",802,144,223,145,250,94
"TRUSTFALL",122,"G#","Major",64,25,89,0,0,15,9,"https://i.scdn.co/image/ab67616d0000b27302f93e92bdd5b3793eb688c0",803,144,227,146,251,159
"ANTIFRAGILE",105,"A#","Minor",88,82,80,8,0,11,8,"https://i.scdn.co/image/ab67616d0000b273a991995542d50a691b9ae5be",274,220,228,148,180,87
"Boy's a liar",133,"F","Major",66,74,84,25,0,21,4,"https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7",805,201,230,149,252,14
"VIBE (feat. Jimin of BTS)",100,"","Major",79,60,68,7,0,26,4,"https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328",806,175,232,151,178,103
"Shirt",120,"D#","Minor",82,55,45,15,3,9,10,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,347,234,153,105,86
"Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By",177,"A","Major",25,17,30,90,0,13,3,"https://i.scdn.co/image/ab67616d0000b273a790c56cff6e3463bf9935cb",808,347,239,155,253,160
"STAR WALKIN' (League of Legends Worlds Anthem)",142,"D","Minor",64,31,72,15,0,9,5,"https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe",232,94,241,157,254,161
"Sex, Drugs, Etc.",144,"E","Minor",57,47,84,1,1,52,4,"https://i.scdn.co/image/ab67616d0000b273a03e3d24ccee1c370899c342",810,348,243,159,255,162
"Boy With Luv (feat. Halsey)",120,"B","Minor",65,80,86,9,0,19,10,"Not Found",811,349,244,160,256,91
"Hey, Mickey!",135,"D","Major",92,73,51,55,0,15,6,"https://i.scdn.co/image/ab67616d0000b2732571034f34b381958f8cc727",812,350,246,162,257,87
"Jhoome Jo Pathaan",105,"G","Major",82,62,74,10,0,33,7,"Not Found",813,277,248,190,150,14
"Escapism. - Sped Up",108,"F#","Minor",44,38,77,9,0,9,20,"https://i.scdn.co/image/ab67616d0000b273e38f6d02f1e76fe09009e64e",647,351,249,192,180,60
"Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]",115,"","Major",71,34,88,16,0,44,4,"Not Found",815,352,250,194,72,152
"Te Felicito",174,"F","Major",70,57,64,23,0,8,32,"https://i.scdn.co/image/ab67616d0000b2739a9716c90ceeb1890921e44f",816,250,251,197,258,91
"Muï¿½ï¿½",90,"A#","Minor",68,83,71,3,0,31,8,"Not Found",817,353,252,200,259,14
"TV",141,"E","Minor",41,9,25,84,1,14,4,"https://i.scdn.co/image/ab67616d0000b2737a4781629469bb83356cd318",405,354,253,202,260,163
"Heather",92,"F","Major",47,25,43,62,0,32,3,"https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43",819,158,255,206,261,86
"Besharam Rang (From ""Pathaan"""")""",116,"G#","Minor",77,65,80,6,0,15,4,"Not Found",820,355,258,217,150,14
"Sugar Rush Ride",125,"A#","Minor",71,83,89,1,0,17,9,"https://i.scdn.co/image/ab67616d0000b2733bb056e3160b85ee86c1194d",821,144,259,224,190,99
"Pink Venom",90,"","Major",80,71,69,2,0,27,10,"https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406",467,125,260,227,262,99
"WAIT FOR U (feat. Drake & Tems)",83,"C#","Major",46,34,64,31,0,7,34,"https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214",823,356,261,229,263,164
"After Dark",140,"G#","Major",58,4,60,7,41,8,3,"https://i.scdn.co/image/ab67616d0000b273b492477206075438e0751176",824,357,267,232,138,14
"Eu Gosto Assim - Ao Vivo",154,"","Major",64,61,91,15,0,72,4,"https://i.scdn.co/image/ab67616d0000b27319bb2fb697a42c1084d71f6c",825,275,269,233,264,134
"MIDDLE OF THE NIGHT",186,"E","Minor",41,9,61,2,0,12,5,"Not Found",826,358,271,235,265,93
"Atlantis",166,"G#","Minor",40,23,48,5,0,12,3,"https://i.scdn.co/image/ab67616d0000b2738c33272a7c77042f5eb39d75",2,359,272,237,266,73
"PUNTO 40",107,"","Major",87,20,83,0,4,31,9,"Not Found",7,94,273,239,267,14
"Evoque Prata",87,"G","Major",87,52,52,31,0,28,24,"https://i.scdn.co/image/ab67616d0000b273769f6572dfa10ee7827edbf2",9,360,274,241,108,14
"How Do I Say Goodbye",82,"G#","Major",40,39,64,21,0,7,7,"https://i.scdn.co/image/ab67616d0000b273bfedccaca3c8425fdc0a7c73",13,328,275,243,268,56
"Blind",114,"A","Minor",46,60,28,91,0,21,4,"https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1",16,111,276,245,218,14
"Die For You",148,"G#","Major",47,15,52,38,13,29,5,"https://i.scdn.co/image/ab67616d0000b273eaac2a7955f5b8967991cacb",18,225,277,247,269,14
"Doja",140,"F#","Major",91,97,57,38,0,40,29,"https://i.scdn.co/image/ab67616d0000b2733c7d945b6baf935e8a0ebdaa",20,139,278,252,270,138
