"track_name","artist_name","artist_id","artist_count"
"Miï¿½ï¿½n","Tini, Maria Becerra",518,2
"New Jeans","NewJeans",519,0
"Sï¿½ï¿½","Anuel Aa, Myke Towers, Jhay Cortez",520,3
"Primera Cita","Carin Leon",521,1
"Dandelions","Ruth B.",522,1
"Bones","Imagine Dragons",523,1
"MAMIII","Karol G, Becky G",524,2
"Stay Alive (Prod. SUGA of BTS)","Jung Kook",525,0
"Boyfriend","Dove Cameron",526,1
"Money Trees","Kendrick Lamar, Jay Rock",527,2
"The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran, Taylor Swift",528,2
"Tak Segampang Itu","Anggi Marito",529,1
"Light Switch","Charlie Puth",530,0
"LAGUNAS","Jasiel Nuï¿½ï¿½ez, Peso P",531,2
"City of Gods","Kanye West, Alicia Keys, Fivio Foreign",532,3
"Mine (Taylor's Version)","Taylor Swift",533,0
"Brividi","Mahmood, Blanco",534,2
"No Role Modelz","J. Cole",535,1
"Lost","Frank Ocean",536,1
"Tattoo","Loreen",537,1
"she's all i wanna be","Tate McRae",538,0
"Rara Vez","Taiu, Milo j",539,2
"Ginseng Strip 2002","Yung Lean",540,1
"VAGABUNDO","Sebastian Yatra, Manuel Turizo, Beï¿½ï",541,3
"All For Us - from the HBO Original Series Euphoria","Labrinth, Zendaya",542,2
"august","Taylor Swift",543,0
"Notion","The Rare Occasions",544,1
"LUNA","Junior H, Peso Pluma",545,0
"Miracle (with Ellie Goulding)","Calvin Harris, Ellie Goulding",546,2
"Nonsense","Sabrina Carpenter",547,1
"Que Vuelvas","Carin Leon, Grupo Frontera",548,2
"Formula","Labrinth",549,0
"Por las Noches","Peso Pluma",550,1
"Feliz Cumpleaï¿½ï¿½os Fe","Feid",551,0
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",552,0
"Mount Everest","Labrinth",553,0
"Excuses","Intense, AP Dhillon, Gurinder Gill",554,3
"Cigarettes","Juice WRLD",555,1
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",556,7
"Down Under (feat. Colin Hay)","Luude, Colin Hay",557,2
"Mujeriego","Ryan Castro",558,0
"Contection","GODZZ__-, Zakaria",559,2
"Swim","Chase Atlantic",560,1
"A Tu Merced","Bad Bunny",561,0
"Numb Little Bug","Em Beihold",562,1
"212","Mainstreet, Chefin",563,2
"Queencard","(G)I-DLE",564,0
"Problemï¿½","Alvaro Diaz, Rauw Alejandro",565,2
"Bussin","Nicki Minaj, Lil Baby",566,0
"Worst Day","Future",567,0
"OMG","NewJeans",568,0
"Malvada","Zï¿½ï¿½ Fe",569,1
"Hrs and Hrs","Muni Long",570,1
"Alien Blues","Vundabar",571,1
"Still Don't Know My Name","Labrinth",572,0
"Christmas Tree","V",573,1
"Mal Feito - Ao Vivo","Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",574,2
"Radio","Lana Del Rey",575,0
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",576,2
"505","Arctic Monkeys",577,0
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",578,4
"Trance (with Travis Scott & Young Thug)","Travis Scott, Young Thug, Metro Boomin",579,3
"Tere Vaaste (From ""Zara Hatke Zara Bachke"""")""","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",580,5
"Romantic Homicide","d4vd",581,0
"Novo Balanï¿½","Veigh, Bvga Beatz, Supernova Ent, Prod Malax",582,4
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",583,2
"QUEMA","Sog, Ryan Castro, Peso Pluma",584,3
"Broke Boys","Drake, 21 Savage",585,0
"Stargirl Interlude","The Weeknd, Lana Del Rey",586,2
"The Great War","Taylor Swift",587,0
"My Mind & Me","Selena Gomez",588,1
"Ojitos Lindos","Bomba Estï¿½ï¿½reo, Bad B",589,2
"Bigger Than The Whole Sky","Taylor Swift",590,0
"A Veces (feat. Feid)","Feid, Paulo Londra",591,2
"En La De Ella","Feid, Sech, Jhayco",592,3
"Alone","Burna Boy",593,0
"Those Eyes","New West",594,1
"El Gordo Trae El Mando","Chino Pacas",595,1
"Mi Bello Angel","Natanael Cano",596,1
"Bye","Peso Pluma",597,0
"Danza Kuduro","Don Omar, Lucenzo",598,2
"Nosso Quadro","Ana Castela, AgroPlay",599,2
"Locked Out Of Heaven","Bruno Mars",600,0
"Un Finde | CROSSOVER #2","Big One, FMK, Ke personajes",601,3
"Jimmy Cooks (feat. 21 Savage)","Drake, 21 Savage",602,0
"PRC","Natanael Cano, Peso Pluma",603,2
"Gasolina","Daddy Yankee",604,0
"Enchanted","Taylor Swift",605,0
"Save Your Tears","The Weeknd",606,0
"Sure Thing","Miguel",607,1
"Every Breath You Take - Remastered 2003","The Police",608,1
"The Night We Met","Lord Huron",609,1
"When I Was Your Man","Bruno Mars",610,0
"Let Me Down Slowly","Alec Benjamin",611,1
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",612,3
"ýýýýýýýýýýýý","YOASOBI",613,1
"Reminder","The Weeknd",614,0
"SNAP","Rosa Linn",615,0
"Fin de Semana","Oscar Maydon, Junior H",616,2
"Car's Outside","James Arthur",617,1
"Apocalypse","Cigarettes After Sex",618,1
"Cheques","Shubh",619,1
"Pink + White","Frank Ocean",620,0
"Circles","Post Malone",621,0
"Bebe Dame","Fuerza Regida, Grupo Frontera",622,2
"You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve","Taylor Swift",623,0
"Titi Me Preguntï¿","Bad Bunny",624,0
"Better Than Revenge (Taylor's Version)","Taylor Swift",625,0
"Shut up My Moms Calling","Hotel Ugly",626,0
"Have You Ever Seen The Rain?","Creedence Clearwater Revival",627,1
"Es un Secreto","Plan B",628,1
"POLARIS - Remix","Feid, Mora, Saiko, Quevedo",629,4
"Ditto","NewJeans",630,0
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",631,4
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",632,5
"Acrï¿½ï¿½s","Shakira",633,1
"AMG","Natanael Cano, Gabito Ballesteros, Peso Pluma",634,3
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"""")""","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",635,3
"S-Class","Stray Kids",636,0
"Hits Different","Taylor Swift",637,0
"Chanel","Becky G, Peso Pluma",638,2
"Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray)","Metro Boomin, Coi Leray",639,2
"Area Codes","Kaliii, Kaliii",640,2
"Abcdario","Junior H, Eden Muï¿½ï",641,2
"Obsessed","Abhijay Sharma, Riar Saab",642,2
"Piï¿½ï¿½man Deï¿","Semicenk, Doï¿½ï¿½u ",643,2
"FLOWER","JISOO",644,1
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",645,3
"Eyes Closed","Ed Sheeran",646,0
"Escapism.","RAYE, 070 Shake",647,2
"La Jumpa","Arcangel, Bad Bunny",648,2
"Karma (feat. Ice Spice)","Taylor Swift, Ice Spice",649,2
"Superhero (Heroes & Villains) [with Future & Chris Brown]","Future, Chris Brown, Metro Boomin",650,3
"Las Morras","BLESSD, Peso Pluma",651,2
"CHORRITO PA LAS ANIMAS","Feid",652,0
"Ch y la Pizza","Fuerza Regida, Natanael Cano",653,2
"Snow On The Beach (feat. More Lana Del Rey)","Lana Del Rey, Taylor Swift",654,2
"Players","Coi Leray",655,1
"Bite Me","ENHYPEN",656,0
"Stand By Me (feat. Morgan Wallen)","Lil Durk, Morgan Wallen",657,2
"Normal","Feid",658,0
"Hummingbird (Metro Boomin & James Blake)","James Blake, Metro Boomin",659,2
"Seu Brilho Sumiu - Ao Vivo","Israel & Rodolffo, Mari Fernandez",660,2
"Bad Habit","Steve Lacy",661,0
"CUFF IT","Beyoncï¿",662,0
"Lilith (feat. SUGA of BTS) (Diablo IV Anthem)","Halsey, Suga",663,2
"69","Nicky Jam, Feid",664,2
"Niï¿½ï¿½a Bo","Sean Paul, Feid",665,2
"Search & Rescue","Drake",666,0
"AMERICA HAS A PROBLEM (feat. Kendrick Lamar)","Kendrick Lamar, Beyoncï¿",667,2
"Lavender Haze","Taylor Swift",668,0
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",669,5
"Efecto","Bad Bunny",670,0
"Erro Gostoso - Ao Vivo","Simone Mendes",671,1
"Cupido","Tini",672,1
"Just Wanna Rock","Lil Uzi Vert",673,1
"Until I Found You","Stephen Sanchez",674,1
"Rich Flex","Drake, 21 Savage",675,0
"Easy On Me","Adele",676,0
"Cartï¿½ï¿½o B","MC Caverinha, KayBlack",677,2
"Danger (Spider) (Offset & JID)","Offset, JID",678,2
"Oi Balde - Ao Vivo","Zï¿½ï¿½ Neto & Crist",679,1
"MERCHO","Migrantes, LiL CaKe, Nico Valdi",680,3
"The Color Violet","Tory Lanez",681,1
"Glimpse of Us","Joji",682,0
"Mejor Que Yo","Mambo Kingz, DJ Luian, Anuel Aa",683,3
"Curtains","Ed Sheeran",684,0
"UNFORGIVEN (feat. Nile Rodgers)","Nile Rodgers, LE SSERAFIM",685,2
"Haegeum","Agust D",686,1
"Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ","Rich The Kid, Matuï¿",687,2
"MIENTRAS ME CURO DEL CORA","Karol G",688,0
"Never Felt So Alone","Labrinth",689,0
"X SI VOLVEMOS","Karol G, Romeo Santos",690,2
"ceilings","Lizzy McAlpine",691,1
"Cupid","Fifty Fifty",692,0
"I AM","IVE",693,0
"Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe","sped up 8282",694,1
"Shorty Party","Cartel De Santa, La Kelly",695,2
"Super","SEVENTEEN",696,1
"Slut Me Out","NLE Choppa",697,1
"Double Fantasy (with Future)","The Weeknd, Future",698,2
"All Of The Girls You Loved Before","Taylor Swift",699,0
"PROVENZA","Karol G",700,0
"Princess Diana (with Nicki Minaj)","Nicki Minaj, Ice Spice",701,2
"Di Que Si","Grupo Marca Registrada, Grupo Frontera",702,2
"Igualito a Mi Apï¿","Fuerza Regida, Peso Pluma",703,2
"Shoong! (feat. LISA of BLACKPINK)","TAEYANG, Lisa",704,2
"Komang","Raim Laode",705,1
"DESPECHï¿","ROSALï¿½",706,1
"Made You Look","Meghan Trainor",707,1
"Watch This - ARIZONATEARS Pluggnb Remix","sped up nightcore, ARIZONATEARS, Lil Uzi Vert",708,3
"No Se Va","Grupo Frontera",709,1
"Punto G","Quevedo",710,0
"Lovers Rock","TV Girl",711,1
"METAMORPHOSIS","INTERWORLD",712,1
"Mami Chula","Quevedo, Jhayco",713,2
"En Paris","El Chachito, Junior H",714,2
"Set Me Free Pt.2","Jimin",715,0
"I Was Never There","The Weeknd, Gesaffelstein",716,0
"Don't ever say love me (feat. RM of BTS)","RM, Colde",717,2
"Shut Down","BLACKPINK",718,0
"Gato de Noche","Nengo Flow, Bad Bunny",719,2
"Call Out My Name","The Weeknd",720,0
"Like Crazy (English Version)","Jimin",721,0
"Rosa Pastel","Jasiel Nuï¿½ï¿½ez, Peso P",722,0
"Sunroof","Nicky Youre, Dazy",723,2
"Mas Rica Que Ayer","Mambo Kingz, DJ Luian, Anuel Aa",724,0
"People Pt.2 (feat. IU)","IU, Agust D",725,2
"REMIX EXCLUSIVO","Feid",726,0
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",727,2
"DOGTOOTH","Tyler, The Creator",728,0
"10:35","Tiï¿½ï¿½sto, Tate M",729,2
"SORRY NOT SORRY","Tyler, The Creator",730,0
"HAPPY","NF",731,1
"La Bebe","Yng Lvcas",732,1
"I Know - PR1SVX Edit","Kanii, PR1ISVX",733,2
"Late Night Talking","Harry Styles",734,0
"Leï¿½","Marï¿½ï¿½lia Mendo",735,1
"Save Your Tears (with Ariana Grande) (Remix)","Ariana Grande, The Weeknd",736,0
"Something in the Orange","Zach Bryan",737,1
"VOID","Melanie Martinez",738,1
"Dijeron Que No La Iba Lograr","Fuerza Regida, Chino Pacas",739,2
"Midnight Rain","Taylor Swift",740,0
"If We Ever Broke Up","Mae Stephens",741,1
"You Proof","Morgan Wallen",742,0
"LA INOCENTE","Feid, Mora",743,2
"Malas Decisiones","Kenia OS",744,1
"Murder In My Mind","Kordhell",745,1
"CAIRO","Karol G, Ovy On The Drums",746,2
"I Love You So","The Walters",747,1
"Dark Red","Steve Lacy",748,0
"Heart To Heart","Mac DeMarco",749,1
"Peaches (from The Super Mario Bros. Movie)","Jack Black",750,1
"Marisola - Remix","Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",751,5
"LOKERA","Brray, Rauw Alejandro, Lyanno",752,3
"Low","SZA",753,0
"Tormenta (feat. Bad Bunny)","Gorillaz, Bad Bunny",754,2
"on the street (with J. Cole)","j-hope, J. Cole",755,2
"One Thing At A Time","Morgan Wallen",756,0
"Miss You","Robin Schulz, Oliver Tree",757,2
"Ainï¿½ï¿½ï¿½t Tha","Morgan Wallen",758,0
"Thinkinï¿½ï¿½ï¿½ B","Morgan Wallen",759,0
"Private Landing (feat. Justin Bieber & Future)","Don Toliver, Future, Justin Bieber",760,3
"Everything I Love","Morgan Wallen",761,0
"Heaven","Niall Horan",762,1
"LET GO","Central Cee",763,0
"Sial","Mahalini",764,1
"I Wrote The Book","Morgan Wallen",765,0
"Apna Bana Le (From ""Bhediya"""")""","Arijit Singh, Sachin-Jigar",766,2
"SPIT IN MY FACE!","ThxSoMch",767,0
"PLAYA DEL INGLï¿½","Myke Towers, Quevedo",768,2
"Man Made A Bar (feat. Eric Church)","Morgan Wallen, Eric Church",769,2
"Red Ruby Da Sleeze","Nicki Minaj",770,0
"Kahani Suno 2.0","Kaifi Khalil",771,1
"Nobody Gets Me","SZA",772,0
"PERO Tï¿","Karol G, Quevedo",773,2
"Hype Boy","NewJeans",774,0
"Bloody Mary","Lady Gaga",775,0
"Monotonï¿½","Ozuna, Shakira",776,2
"ýýý98 Braves","Morgan Wallen",777,0
"WANDA","Quevedo",778,0
"Thought You Should Know","Morgan Wallen",779,0
"Zona De Perigo","Leo Santana",780,1
"Lovezinho","Treyce",781,1
"I Like You (A Happier Song) (with Doja Cat)","Post Malone, Doja Cat",782,2
"Neverita","Bad Bunny",783,0
"Vista Al Mar","Quevedo",784,0
"Sem Alianï¿½ï¿½a no ","MC Xenon, Os Gemeos da Putaria",785,2
"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons, League of Legends, JID, Arcane",786,4
"Revenge","XXXTENTACION",787,0
"Bombonzinho - Ao Vivo","Israel & Rodolffo, Ana Castela",788,2
"LA CANCIï¿½","J Balvin, Bad Bunny",789,2
"Quï¿½ï¿½ Ago","Yuridia, Angela Aguilar",790,2
"Love Again","The Kid Laroi",791,0
"After Hours","The Weeknd",792,0
"About Damn Time","Lizzo",793,0
"Born With A Beer In My Hand","Morgan Wallen",794,0
"ýýýýýýýýýýýýýýýýýýýýý","Fujii Kaze",795,1
"Besos Moja2","Wisin & Yandel, ROSALï¿½",796,2
"Maan Meri Jaan","King",797,1
"Moscow Mule","Bad Bunny",798,0
"My Universe","Coldplay, BTS",799,2
"Devil Donï¿½ï¿½ï¿½","Morgan Wallen",800,0
"LLYLM","ROSALï¿½",801,0
"I'm Not Here To Make Friends","Sam Smith, Calvin Harris, Jessie Reyez",802,3
"TRUSTFALL","P!nk",803,1
"ANTIFRAGILE","LE SSERAFIM",804,0
"Boy's a liar","PinkPantheress",805,1
"VIBE (feat. Jimin of BTS)","TAEYANG, Jimin",806,2
"Shirt","SZA",807,0
"Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By","Rihanna",808,1
"STAR WALKIN' (League of Legends Worlds Anthem)","Lil Nas X",809,0
"Sex, Drugs, Etc.","Beach Weather",810,1
"Boy With Luv (feat. Halsey)","Halsey, BTS",811,2
"Hey, Mickey!","Baby Tate",812,1
"Jhoome Jo Pathaan","Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",813,6
"Escapism. - Sped Up","RAYE, 070 Shake",814,0
"Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","BTS, Jung Kook, FIFA Sound",815,3
"Te Felicito","Shakira, Rauw Alejandro",816,2
"Muï¿½ï¿½","Steve Aoki, Tini, La Joaqui",817,3
"TV","Billie Eilish",818,0
"Heather","Conan Gray",819,1
"Besharam Rang (From ""Pathaan"""")""","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",820,6
"Sugar Rush Ride","TOMORROW X TOGETHER",821,1
"Pink Venom","BLACKPINK",822,0
"WAIT FOR U (feat. Drake & Tems)","Drake, Future, Tems",823,3
"After Dark","Mr.Kitty",824,1
"Eu Gosto Assim - Ao Vivo","Gustavo Mioto, Mari Fernandez",825,2
"MIDDLE OF THE NIGHT","Elley Duhï¿",826,1
