sub_object_id,sub_object
785,Flexible Benefit Package - Budget
786,Premium On Issuance Of Debts
787,Other Fixed Charges
788,Parking Plan Inspection Fees
789,Itinerant Aircraft Landing Fee
790,Street Repair State Highway
791,Admission-Recreation Facilts
792,Graduate Medical Education Medicaid Revenue
793,Right-of-Way Assessment
794,General Fund - Board Of Supervisors
795,OTI Fr 2S/OSP-Open Spce&Prk Fd
796,Federal Emergency Management Agency - Federal Share
797,Dental-CityPkupPlan-6PacUnion
798,OTI Fr 7E/GIF-Gift Funds
799,"Coronavirus Aid, Relief, and Economic Security Act Department of Public Health Provider Relief Fund Federal Direct"
800,Interfund Transfer In From 2S/NDF - Neighborhood Development Fund
801,Data Proc Equip-L-P-Init
802,Saint Mary's Square Garage - Commercial
803,Board Room Working Prisoners
804,Public Utilities Commission Solar Incentive Program
805,Veterinary
806,PAES Ancillary Services
807,RetremntPretxCorr-CtyPoliceNew
808,Temp Nurse Holiday Pay
809,Registry
810,Capital Project Budget - Carry Forward Only
811,Miscellaneous Transit Operating Revenue
812,Expense Recovery From Public Utilities Commission (Non-All Agency Operations)
813,Refund Of Prior Year ERaf Payments
814,Retiree Subsidy - CCSF - Medical
815,Telephone Charges - Non Work Order
816,Japan Center Garages
817,'Parklets' Permit Fee
818,Enterprise Fund - Port Commission
819,Oxygen And Other Medical Gases
820,Interfund Transfer Out to 5W - Water Department Fund
821,General Fund - Public Utilities Commission - UEB
822,Energy Inspection
823,Construction Contingency
824,Sewer Services - Municipal
825,Single Ride Cable Car Ticket
826,Over-ShortCashReprtBoardOfSups
827,Sewer Svcs - Watershed
828,Senate Bill 813 - 5% Administrative Cost
829,Sale Of Water - SF Consumers
830,Temporary Sign Fees
831,Emergency Assistance - Federal
832,Interest Earned Adjustment
833,Adult Protective Services - Basic Services
834,Patient Billing Outpatient Jail Financial Class 115
835,Outpatient Adjustment Jail Financial Class 115
836,Patient Billing Outpatient Healthy San Francisco Financial Class 113
837,Patient Billing Outpatient Medi-Cal Pending Financial Class 102
838,Curb Reconfiguration Charge
839,Artwork
840,Exp Rec Fr Permit Appeals AAO
841,General Fund - Health and Social Services Administration
842,Realignment Backfill
843,Commty Facilts Distrct Cfd Tax
844,Employee PosttaxCityPlan-Cobra
845,Off Hours Electrical Inspectn
846,Healthy Housing Program-Hotels
847,Parking - Employees
848,Gain-Loss-Sale Of Fixed Assets
849,Neighborhood Parking Permits
850,Proposition C Retiree Health Care Pretax
851,RetremntPosttxPnsionCtyMiscNew
852,Outpatient Adjustment Healthy Workers/Kids Financial Class 111
853,Sewer Services - Non Residential
854,Davies Symphony HallOffceRentl
855,Exp Rec Fr CleanpowerSF AAO
856,Patient Billing Inpatient Self-pay Financial Class 4
857,Retiree Subsidy-USD-Medical
858,Fed Homeland Safety Grnt-Dirct
859,Miscellaneous Receipts - Maritime
860,Insurance Expense
861,Permanent Salaries - Miscellaneous - Budget
862,Physical Collections-LIB Only
863,Diversion Fees
864,Bond Issuance Cost - Unamortized
865,Traffic Congest Mitigation Tax
866,San Francisco County Transportation Authority Transportation Network Company Intergovernmental Payment
867,Youth Monthly Pass
868,Power For Resale-Budget
869,General Fund - Human Resources Commission Surety Bond
870,Forms
871,General Fund - Juvenile Court
872,General Fund - Fine Arts Museum
873,Inpatient Adjustment Medicare Financial Class 2
874,Vallejo St. Garage
875,General Fund - Controller - Payroll-Personnel
876,Inpatient Adjustment San Francisco Health Plan/San Francisco Health Network Medi-Cal Managed Financial Class 108
877,Supplemental Assistance Senate Bill 813 - Current Year Unsecured
878,Interfund Transfer Out to 2S/CHF - Children's Fund
879,Dependencies And Conservators
880,Bad Debts Recovery
881,Concess Rev-DutyFreeInBond-ITB
882,CARES Coronavirus Relief Fund Federal Direct
883,Expense Recovery From Law Library (All Agency Operations)
884,Outpatient Adjustment Worker's Compensation Financial Class 5
885,Cafe Tables And Chairs
886,Child Welfare Services Health-Related Title XIX
887,Port - Cruise Services Budget
888,Hospital Billing Inpatient Jail Financial Class 115
889,Interfund Transfer In from 2S/GTF - Gasoline Tax Fund
890,Rental Car Facility Fee
891,Reproduction
892,Penalties - Plumbing - Mechanical Permit
893,SSI-SSP CAPI Interim Assistance Reimbursement
894,Motor Vehicle Fuel Tax
895,Hotel Room Tax
896,Expense Recovery From Cleanwater Non-All Agency Operations
897,Outpatient Adjustment Medi-Cal Financial Class 107
898,Golden Gateway Garage
899,Rental - Terminal 2 (Non-Airline)
900,Death Certificate Fee
901,Exp Rec-Bond Issuance Costs
902,Patient Billing Outpatient Other Financial Class 12
903,Rentals - Balboa Stadium
904,Exp Rec Fr Animal Cre&Ctrl AAO
905,Inpatient Adjustment County Indigent Financial Class 117
906,ITO to 4D/ODS-Other Debt Svc
907,Survey Monument Preservation Fee Ordinance Number 258-05
908,Rent - Cruise
909,Engineer Insp
910,Technology Surcharge
911,Expense Recovery From San Francisco Community College District (Non-All Agency Operations)
912,Prior Year Settlement-Medi-Cal
913,Hospital Billing Outpatient Medi-Cal Financial Class 107
914,Certificate of Insurance - Other Short Term Debt
915,General Fund - Convention Facilities
916,Emsa Receiving Hospital Fee
917,Overhead Cost Recovery
918,Interfund Transfer Out to 2S/BIF - Building Inspection Fund
919,Interfund Transfer Out to 5H/General Hospital Fund
920,Fringe-Hlth CityShare-CityPlan
921,Dentl-CityPkupPlan-4DeltaDentl
922,Temporary Nurse Other Time Off
923,Prior Year State Revenue Adj
924,Comm Paper Interest Expense
925,General Fund - Department of Early Childhood
926,Proceeds From RefundingOfBond
927,Capacity Fees
928,Temp Nurse Sick Pay
929,Proceeds From Certificate of Participation
930,General Fund - Human Resources - Personnel Analyst Development
931,Opera House Program Concession
932,County Clerk Fees
933,Programmatic Proj-Bdgt-Cfwd
934,Frnge-PostTxHlthPckup-CityPlan
935,Interfund Transfer Out to 4D/General Obligation Bond Fund
936,Vital & Hlth Statistic Fee Sta
937,HlthReimb-FlexSpending-Medical
938,Discounts
939,Outpatient Adjustment Other Government Financial Class 112
940,Env Hlth Consultation
941,Decoy Payments
942,Miscellaneous Fee
943,Property Tax Prior Year - Secured
944,OTI Fr 2S/CTF-Courts' Fund
945,Outpatient Adjustment Other Medi-Cal Managed Financial Class 109
946,Hospital Billing Outpatient Healthy Workers/Kids Financial Class 111
947,UC Medical Services
948,Records Retention Fee
949,Physicians
950,Permit Facilitator
951,ExpiredChckCancellatnsReissue
952,Gf-Homelessness Services
953,Diversity Equity Inclusion
954,Reserve for Litigation
955,Hospital-Chgs-Other Genrl Govt
956,Human Resources Modernization
957,Facilities Damages
958,Patient Billing Outpatient Other Medi-Cal Managed Financial Class 109
959,SewerSvcs-ResidentlMultpleFam
960,Land-Direct Purchase
961,Interfund Transfer Out to 5T - Hetch Hetchy Water and Power Funds
962,Misc Correction Service Rev
963,Street Repair - Streets and Sanitation - Building Repair
964,Economic Interest Fines
965,Fine RelatedToDnaIdProp69-2004
966,Fringe - Short/Long Term Disability Plan
967,Excavation Inspection
968,CalWORKs Transportation Services
969,Exp Rec Fr Parkng&Trffc NonAAO
970,Expense Recovery From Administration (Non-All Agency Operations)
971,Mobility Permits - Power Scooter
972,Outpatient Adjustment Commercial Health Maintenance Organization Financial Class 105
973,Local Community Correctn-Ab109
974,Senior - Street and Sanitation - Street Repair
975,Other Operating RevFrWithinDPH
976,Mechanical Permit Issuance Fee
977,Code Enforcement - Assessment Fees
978,Passenger Facility Fees
979,Recorder-Re Recordation Fee
980,Patient Billing Inpatient Medicare Managed Health Maintenance Organization Financial Class 110
981,State Hospital Contracts
982,Expense Recovery From Human Resources (All Agency Operations)
983,Administrative Fee - Public Administrator
984,Expense Recovery From Early Childhood
985,Env Hlth Re-Inspection Fee
986,Designated For Contingencies
987,Curb Painting Fees
988,Outpatient Adjustment County Indigent Financial Class 117
989,Incentive Pay - Misc.
990,Cat Registration
991,Solid Waste Impound Account Fee
992,Interfund Transfer Out to 2S/NDF - Neighborhood Development Fund
993,Building Standards Fees
994,Interfund Transfer In From 5P/Port of San Francisco
995,Medicare Outpatient Gross Charges
996,Temporary Nurse Retirement Payout
997,Motor Vehicle In-Lieu City
998,OH Office Rental - Ballet
999,Expense Recovery From Department of Public Works - Architecture and Engineering (All Agency Operations)
1000,Interfund Transfer Out to 5P - Port of San Francisco
1001,Inpatient Adjustment Healthy Workers/Kids Financial Class 111
1002,Expense Recovery From SDA - Accountability
1003,Public Donation
1004,Resale Of Electricity
1005,Penalty - Unsecured
1006,Minimum Wage Penalties
1007,Patient Billing Outpatient Healthy Workers/Kids Financial Class 111
1008,Books
1009,EmplyePosttaxDeltaDental-Cobra
1010,Registry - Medical Other
1011,Enterprise Fed BondIntSubsidy
1012,Registry - Nurses
1013,Davies Symphony Hall Program Concessions
1014,Patient Billing Inpatient County Indigent Financial Class 117
1015,Rental - North Terminal T3 (Non-Airline)
1016,Garbage Truck Inspection Fees
1017,Safety Net Care Pool
1018,Adult Protective Services - Community Services Block Grant State
1019,1 Day Passport-Cable Car
1020,Resale Of Steam
1021,Expense Recovery From Purchaser (All Agency Operations)
1022,Laundry Renewals
1023,Commercial Vacancy Tax
1024,Administration CMD Contractor Development
1025,Sale Of Water - Sub Non Resale
1026,Hospital Billing Outpatient Commercial Health Maintenance Organization Financial Class 105
1027,Patient Billing Outpatient Commercial Non-Health Maintenance Organization Financial Class 106
1028,Herbst Theater Rental
1029,Other Fringe Benefits - Budget
1030,Other Capitalized Expense
1031,Cash AssistPgmForImmigrnts-Rev
1032,Loan Revenue - Fees
1033,Street Closing Fee
1034,Escheatment
1035,Notices
1036,Sign Permit
1037,Food Stamp Overpymt Collectns
1038,Negative Interest Adjustment
1039,Coll Digitization-LIB USE ONLY
1040,County Adult Assistance Program - SSI Pending Aid
1041,Interfund Transfer Out To 5A/Airport Funds
1042,Sale Of Electricity
1043,Equipment L-P-Initial
1044,Hospital Billing Inpatient Other Medi-Cal Managed Financial Class 109
1045,Hospital Billing Outpatient San Francisco Health Plan/San Francisco Health Network Medi-Cal Managed Financial Class 108
1046,General Fund - Controller - Management Services
1047,Adult Protective Services - Elder Abuse Prevention
1048,Adoption Services(Fed-Admin)
1049,Bid Investigation Fee
1050,Food Stamp Employment and Training (Federal Administered)
1051,Interfund Transfer Out to 2S/Neighborhood Development Fund
1052,Transit Tokens
1053,Fines
1054,Veterans Services - State
1055,Interfund Transfer Out to 2S/Public Protection Fund
1056,Exp Rec From Isd (Non-AAO)
1057,I-P Admin Write-Off
1058,Electronic Benefit Transfer Theft Skim/Scam - State
1059,Interfund Transfer In from 2S/LIB - Public Library Fund
1060,Vision Care -CCD-Retiree
1061,Office of Community Investment and Infrastructure Payments To Controller - Budget and Analysis Division
1062,Patient Billing Outpatient San Francisco Health Plan/San Francisco Health Network Medi-Cal Managed Financial Class 108
1063,Admin Costs-CCD -Retiree
1064,RetHlthContrib sent to trustee
1065,Emt Certificate-AccreditatnFee
1066,Hospital Billing Outpatient Medicare Financial Class 2
1067,Event Fees
1068,Outpatient Adjustment Healthy San Francisco Financial Class 113
1069,Hospital Billing Outpatient Medi-Cal Pending Financial Class 102
1070,Interfund Transfer Out to 2S/CFF - Convention Facilities Fund
1071,Fringe-HlthCityShareBlueShield
1072,HlthPretaxDependntCareProgDcap
1073,Health Revenue CCD - Over the Counter - Medical - Active
1074,Lombard - Retail
1075,Maritime Related
1076,"Ret City Share, Police (New)"
1077,Gain-Loss-Sale Of Land
1078,Health Rev-CCSF-OTC-Medicl-Act
1079,Rate Range
1080,Dog License
1081,Davies Symphony Hall Rental
1082,In-Home Supportive Services Contract Payments
1083,Wharfage - Fishing Services
1084,Prking Fees-VarRec-PrkFacilt
1085,Swim Pool Fees
1086,Interfund Transfer Out To 2S/Culture and Recreation Fund
1087,Adoptions(Fed-Aid)
1088,Planning-CertOfApprpriateneFee
1089,Payment In-Lieu of Taxes
1090,Interfund Transfer In From 2S/Gasoline Tax Fund
1091,Bad Check Diversion Fees
1092,Senior - Department of Public Works - Geographic Information System
1093,Polk-Bush Garage
1094,AB177 Criminal Fees/Fines
1095,HlthPosttax-FlxBenEmpPaidDed29
1096,Power-Scheduling Coordinator
1097,Callback-Repair Svc Elev-Escal
1098,One Day Pass(Without CableCar)
1099,Office of Community Investment and Infrastructure Payments To Port
1100,Trafficking and Crime Victims Assistance Program Administration - State
1101,General Fund - Capital Planning Program
1102,Campagn Consltnt Registrtn Fee
1103,Rebates
1104,Patient Billing Outpatient Charity Financial Class 114
1105,Patient Billing Outpatient Commercial Health Maintenance Organization Financial Class 105
1106,Transit Shelter Advertising
1107,Senate Bill 1128 Laguna Honda Hospital Construction Reimbursement Correction
1108,Paratransit Van Service
1109,Department of Technology - Citywide Public Cloud
1110,Patient Billing Outpatient Worker's Compensation Financial Class 5
1111,Hospital Billing Inpatient Commercial Non-Health Maintenance Organization Financial Class 106
1112,Hospital Billing Inpatient Uninsured Specialty Mental Health Financial Class 118
1113,Emsa Stemi Fee
1114,Bay Area Rapid Transit Station Advertising
1115,Assembly Bill 915 Outpatient Medi-Cal Supplemental Payment
1116,Real Property Transfer Tax
1117,Rental - Airline Terminal 2
1118,General Fund - Department of Human Resources - MTA Proposition E Services
1119,Vacant-Abandoned Building Fee
1120,CalStateDeptEd-Stage2ChildCare
1121,Library Copy And Print Fees
1122,ExpRecFrOffceOfContrctAdminAAO
1123,Appeal Application Filing Fees
1124,Inpatient Adjustment Healthy San Francisco Financial Class 113
1125,Community Court Fees
1126,Exp Rec Fr Electricity (AAO)
1127,Ems Training Prog Renewal Fee
1128,Preplan Application Meeting
1129,Employee Parking - Other City Departments
1130,Special Revenue - Department of Early Childhood
1131,General Fund - Immigrant and Language Services
1132,Other Support and Care Assistance - Budget
1133,Sewer Svic-Low-Inc Subsidized
1134,Vision Care -CCD-Active
1135,Commercial Rent Gross Receipts Tax - Child Care/Education
1136,Interest-delinquent pymt
1137,Rebate Programs
1138,Cap. Fees-Hlth Plan Settlemnts
1139,Outpatient Adjustment Charity Financial Class 114
1140,General Fund - Retirement Service
1141,Controller - Financial Services to Community Facilities District
1142,Health-Welfare Sales Tax Alloc
1143,Dockage - Other Marine Svcs
1144,Public Pound Sale Of Animals
1145,Customs Cargo Facility Fee
1146,Medi-Cal Targeted Case Management - Medi-Cal Administrative Activities
1147,Rental Tank Farm Area
1148,Hospital Billing Outpatient Charity Financial Class 114
1149,CalWorks Mental Health State/Federal
1150,Child Support Offsetting Aid
1151,Fire Plan Checking
1152,Dental-Misc Employee
1153,General Fund - Administration - Digital Services
1154,Rental - Airline Ground Leases
1155,Prop Tax Ab 1290 Rda Passthrgh
1156,General Fund - Administration - Projects (AAO)
1157,Posting Notices
1158,Proceeds Fr Sales Of TaxCredit
1159,Bank Merchant Fee
1160,Gain-Loss-Sale Of Equipment
1161,Exp Rec Fr Comm HlthSvc NonAAO
1162,Other Taxi Permit Fees
1163,State Mandated Cost - Senate Bill 90
1164,Fiscal Agent Reimb Clearing
1165,Access Line Tax-Pre-Pd Non-Dir
1166,Internal Service - Health and Social Services Administration
1167,Rental Administrative Citation
1168,Inpatient Adjustment Commercial Non-Health Maintenance Organization Financial Class 106
1169,San Francisco Fire Department Permits - Fees
1170,Grants and Forgivable Loans
1171,Contribution Transfer Out to 5L/Laguna Honda Hospital Fund
1172,OTI Fr 2S/BIF-Bldg Inspectn Fd
1173,Sewer Service Charge - Commercial-Residential
1174,Child Welfare Services Reunification
1175,Administrative Costs - City and County of San Francisco - Active
1176,"Ret City Share, Misc (New)"
1177,HlthRev-CCSF-OTC-Medicl-Retree
1178,Concession-Groundside
1179,Fire Overtime Service Fees
1180,Healthy San Francisco Without Health San Francisco Without Health Care Coverage Initiative - City-Administered - Outpatient Adjustment
1181,Hlthy SF W-OHcci-O-P GrossChrg
1182,Hospital Billing Inpatient Charity Financial Class 114
1183,Hospital Billing Inpatient Self-pay Financial Class 4
1184,Hospital Billing Inpatient Commercial Health Maintenance Organization Financial Class 105
1185,Inpatient Adjustment Medi-Cal Financial Class 107
1186,Inpatient Adjustment Other Government Financial Class 112
1187,OTI Fr 3C/SIF-Street Impvt CP
1188,Salaries and Benefits
1189,Medicare Emergency Room Gross Charges
1190,Insurance Net Revenue
1191,Seventh & Harrison Lot
1192,County Candidate Filing Fee
1193,Medical Indigent Adults Outpatient Gross Charges
1194,Court Filing Fees Surcharges
1195,Concession-Food & Beverage-ITB
1196,Motor Vehicle License Fee - Realignment Fund
1197,Fed-Narc Forfeitures & Seizure
1198,Berth & Mooring Fees - West
1199,Interfund Transfer Out to 2S/Golf Fund
1200,Adoptions - AB 118
1201,Photo Center Fees
1202,Dispute Res Filing Fee
1203,Fire Referral Inspection Fee
1204,First Offender Prostitution Program Fee
1205,Veterans Building Event Rental
1206,Options for Recovery Services
1207,State Sales Tax (Assembly Bill 1107)
1208,10B Administrative Code Overhead - Police
1209,Concession-Food & Beverage
1210,Licenses & Permits
1211,Gross Receipts Tax
1212,Foster Care(Fed-Aid)
1213,District Attorney/Public Defender - Assembly Bill 109
1214,Port - Cargo Services Budget
1215,FedHomelndSafetyGrnt-Passthrgh
1216,Interfund Transfer Out to 2S/CTF - Courts' Fund
1217,Commercial Rental
1218,Redemption Fee
1219,Hospital Charges - Third Party Administrator - Miscellaneous Revenue
1220,Concession-Telephone
1221,Health Service - Budget
1222,Taxi Driver Permit Renewal Fee
1223,Fire Code Reinspection Fee
1224,Performing Arts Garage
1225,Atty Fees-Public Administrator
1226,City Jail -I-P Contractual Adj
1227,Hotel License Fee
1228,Adult Monthly Pass
1229,State Hlth Care Initiative Rev
1230,DelivSysRefrmIncentvePoolDsrip
1231,Business Registration Tax
1232,Solid Waste Transfer Station
1233,Concession-Advertising
1234,Sale Of Natural Gas
1235,OH Office Rental - Opera
1236,Rental-BART
1237,San Francisco Fire Department Original Filing - Posting Fee
1238,Medicare Inpatient Gross Charges
1239,Workers' Compensation Outpatient Contractual Adjustment
1240,Healthy San Francisco With Health Care Coverage Initiative - City-Administered - Outpatient Adjustment
1241,Grand Jury
1242,General Fund - Police Accountability
1243,Green Room Rental
1244,Marriage License
1245,Interest Expense - Arbitration
1246,Penalties Electrical Permit
1247,Recovery General Govt Cost
1248,Swim Lessons
1249,16th and Hoff Parking Garage Revenue
1250,Transportation and Facilities Fee
1251,Env Hlth Temporary Events
1252,Low Carbon Transit Offset (LCTOP)
1253,Golden Gateway Garage-Commercl
1254,Juvenile Probation Title IV-E Foster Care
1255,Title IV-B Child Welfare Services
1256,Other Ethics Fines
1257,Office of Labor Standards Enforcement Paid Parental Leave Penalties
1258,Sidewalk Display
1259,Concession - Others
1260,Transit Cash Fares
1261,Plumbing Permit Issuance Fee
1262,Union Square Garage
1263,State Revenue Adjustment Subobject
1264,Rental - Unimproved Area Non-Airline
1265,Patient Billing Outpatient Medi-Cal Financial Class 107
1266,Fingerprinting Fees
1267,Parking Meter Credit Card
1268,Child Welfare Services Drug Testing
1269,Tire Rent
1270,Sales and Use Tax
1271,Interest Earned-Non PooledCash
1272,Litigation Expense - Relocation - Housing
1273,Managed Care - Medicare-I-PAdj
1274,Miscellaneous Retirement Payoff - Sick Pay and Vacation
1275,Medical Indigent Adults Inpatient Gross Charges
1276,Expense Recovery From County Education (Non-All Agency Operations)
1277,Holiday Pay - Temporary
1278,Fringe - Dental City Paid - DeltaCare
1279,Veterans Building-Office Rentl
1280,Wellness Payout - Misc
1281,Debris Boxes
1282,Equipment Rental
1283,Enterprise Fund - San Francisco General Hospital - Others
1284,Report Of Residentl Recrd Fee
1285,City Jail O-P Contractual Adj
1286,Flexible Reimbursements - Settlement
1287,Telecommunication Fees
1288,Commercial Power Service
1289,Mobile Food Facilities Permit
1290,Interfund Transfer In from 6I/Department of Technology and Information Services Telecom and Information
1291,Platform-Performance Incentive
1292,Medicare Home Health
1293,Fringe - Post Tax Health Pickup - Kaiser
1294,Prisoner Institutional Items
1295,Health Service-Dependents
1296,General Fund - Human Resources Management - Benefits Administration System
1297,Healthy San Francisco Without Health Care Coverage Initiative - City-Administered - Employee-Retiree
1298,PsychMedicareI-PContractualAdj
1299,Exp Rec Fr City Planng Non-AAO
1300,Other Equipment Lease/Purchase Option Renewal
1301,"Retirement Pickup, Miscellaneous (Old)"
1302,Retirement Pretax Plus - City Police New
1303,Offset Revenue Clearing Acct
1304,Fringe Benefit Overhead
1305,Library Event-Meeting Room Fee
1306,Special Traffic Permit
1307,General Fund - Commission On The Status Of Women
1308,Sheriffs Fees
1309,Pretax Dental-Plan4DeltaDental
1310,Vision Care -CCSF-Retiree
1311,High Rise Fire Inspection Fee
1312,Tree-Planting In-Lieu Fee
1313,Electrical Permit
1314,Fire Admin Fine-Citation
1315,Commercial Paper Principal Repayment
1316,San Francisco Community College District Employee Contribution - Post Tax
1317,Exhibitions
1318,Non-City Disability Insurance
1319,Foster Family Home Licensing (State Administered)
1320,Soil Testing Fees
1321,General Fund - Assessor's Office
1322,Interfund Transfer In from 2S/Culture and Recreation Fund
1323,Interfund Transfer In from 2S/Children's Fund
1324,Refuse Disposal
1325,Traffic Fines - Boot Program
1326,Planning - Categorical Exemption Fee
1327,General Fund - Registrar of Voters
1328,New Construction Bldg Permit
1329,Medical Cannabis Id Card
1330,Gas Tax Prop-111 Sec 2105 City
1331,CbfrsChldAbsePreventnCfda93590
1332,Expense Recovery From Human Services Non-All Agency Operations
1333,Retiree Contribution - USD - Medical
1334,Emancipated Youth Stipends
1335,Health Care Security Ord Penal
1336,Reimbursement From SFOTEC
1337,Lobbyist Registration Fee
1338,CalWorks (Fed-Aid)
1339,OTI Fr 5H-General Hospital Fd
1340,Medicare O-P Contractual Adj
1341,Bay Area Rapid Transit - Municipal Railway Transfers
1342,Airline Support Services
1343,Cigarette Litter Abatement Fee
1344,340B Pharmaceutical Program Expansion
1345,Electricity Sale - Wholesale
1346,Miscellaneous Library Service and Other Revenue
1347,Rrp-Rca(Fed-Admin)
1348,Convention Facilities - Concessions
1349,Rental - Aircraft Parking
1350,Fed Milk & Food Program
1351,Medicare
1352,Other Health Fee
1353,Health Pretax - City Plan
1354,Foster Care (Fed-Admin)
1355,Short-Doyle I-P ContractualAdj
1356,Public Defender Fees
1357,Permit Phone Booth
1358,Hetchy Cap&Trade-Oth Non-OpRev
1359,Lead-Based Hazard Reduction Assistance
1360,Interfund Transfer Out to 3C/XCF - City Facilities Capital Project Fund
1361,Capital Contributions - Others
1362,Tech Marketplace Surcharge
1363,Street Space
1364,Treasurer/Tax Collector - Credit Card Processing Fee
1365,Interfund Transfer In from 5Q - CleanPowerSF Funds
1366,Expense Recovery From Port Commission (Non-All Agency Operations)
1367,Medical Family Planning
1368,Non-CalWORKs Wage Subsidy
1369,Animal Purchase
1370,Subdivision Map
1371,Discovery Fees
1372,State Emergency Services Revenue
1373,Scholarship Fund
1374,Office of Labor Standards Enforcement Penalties
1375,Building Permit Alterations
1376,Administrative Costs - USD - Active
1377,General Fund - Administration Grants For The Arts
1378,"San Francisco International Airport Parking Garage, Lots and Permits"
1379,Exp Rec Fr Water Dept Non-AAO
1380,Contribution Transfer Out to 2S/Library Preservation Baseline
1381,Unallocated General Property Taxes
1382,Other Revenue Conversion Accounts
1383,Patient Billing Inpatient San Francisco Health Plan/San Francisco Health Network Medi-Cal Managed Financial Class 108
1384,Ambulance Permit Fee
1385,Hospital Fee Ab1383
1386,Pole (Wireless) Rental
1387,Foster Care Transportation
1388,Grant In-Kind Exp (Ent Only)
1389,Sale Of Water-Muni Paying
1390,Resale Of Capacity
1391,Tidelands Property Rentals
1392,Hospital Billing Inpatient Medicare Financial Class 2
1393,Gas Electric Steam Users Tax
1394,Interfund Transfer In From 2S/General Services Fund
1395,Golf Resident Card Fees
1396,Transit Advertising
1397,Campaign Consultant Fines
1398,Other Fire Department Charges
1399,Med Hotel Assessments
1400,San Francisco Fire Department Tax Collection Renewal Fee
1401,Vallejo Retail
1402,Interfund Transfer In From 2S/GOL - Golf Fund
1403,Rent Arbitration Fees
1404,California Office of Emergency Services Disaster - State Share
1405,Hospital Billing Outpatient Uninsured Specialty Mental Health Financial Class 118
1406,Ambulance Contractual Adjustments and Allowance
1407,Childrens Services State-Admin
1408,Weights And Inspection Fees
1409,Swim Admissions
1410,Music Concourse-Parking
1411,Building Permits
1412,General Fund - Public Defender
1413,Museum Rental
1414,B Flexible Claims Paid
1415,San Francisco Water Department - Property Tax Reimbursements
1416,Gas Tax Apportionment County
1417,Ambulnce CertificatnOperatnFee
1418,Cal State Dept Of Educ-Stge2-3
1419,Workers Compensation Expense
1420,San Francisco Unified School District Contribution
1421,Equipment Purchase Expense
1422,Dockage - Cargo Services
1423,Retirement Pretax Plus - City Miscellaneous New
1424,HealthRevUSD-OTC-Dentl-Retiree
1425,Contribution Transfer Out to 5H/General Hospital Fund
1426,RetremntPretaxPlus-CityFireNew
1427,SFMTA Charges - City Employee Parking
1428,RetireeContribution-CCSF-Dentl
1429,General Fund - Controller - Systems Projects
1430,Patient Billing Outpatient Corporate/Client Financial Class 116
1431,Outpatient Adjustment Self-pay Financial Class 4
1432,Contribution Transfer Out to MTA - For MTA Population Basin
1433,Right to Recover Assistance
1434,Inpatient Adjustment Worker's Compensation Financial Class 5
1435,Consumer Protect Applicatn Fee
1436,Interfund Transfer Out to 5N - MTA Sustainable Streets
1437,Fringe - Health City Share - Kaiser
1438,Miscellaneous - Disability Pay
1439,Rent-Governmental Agency
1440,Health Pretax - Miscellaneous
1441,Interfund Transfer Out To 5P/Port of San Francisco
1442,Street Repair - Streets and Sanitation - Street Cleaning
1443,Unclaimed Funds For The City TTX
1444,Performing Arts Retail
1445,Exp Rec Fr Dept of SAS (AAO)
1446,Plan Checking Fees-Beh
1447,Food Stamps(Fed-Admin)
1448,Family and Children's Services - Special Services
1449,Overpaid Executive Tax
1450,Other State - Public Assistance Program
1451,DeemedApprOff-SaleAlcohlUseFee
1452,Foster Care(State-Aid)
1453,California Department of Social Services Housing Program - State
1454,Port - Other Marine Services Budget
1455,Cap-Urban Mass Transp Admin
1456,CalWORKs Aid Payments
1457,Contribution Transfer Out to 5M/Municipal Transportation Agency Transit Funds
1458,General Fund - Controller - Financial Services
1459,Outpatient Adjustment Provision For Bad Debts
1460,Loan Rev-Program IncomeTransfr
1461,Hospital Billing Outpatient Other Financial Class 12
1462,Sale Of Water - Low Income Subsidized
1463,Family Support Subaccount
1464,Interfund Transfer Out To 2S/Children's Fund
1465,Food and Beverage for Human Consumption
1466,Agricultural Inspection Fee
1467,Sale Of Electricity-Retail
1468,Alarm Permit - Bay Alarm Comp
1469,Water Service InstallationChrg
1470,IFD/IRFD Incremnt Tax
1471,General Fund - Controller - Budget and Analysis
1472,Interfund Transfer In From 2S/CFC - Children and Families Fund
1473,Treasurer/Tax Collector - Commissions
1474,Additional Electrical Inspectn
1475,Stadium Admission Tax
1476,Tennis Fees
1477,Medical - Prescription Drug Plan
1478,Pacific Gas and Electric Gas
1479,Contribution fr Property Owner
1480,Subsistence - Persons
1481,Transfer of Asset To Fiscal Agent
1482,Admin Costs-USD -Retiree
1483,Registry-Administration
1484,Port - Parking Stalls
1485,San Francisco Community College District Contribution
1486,RetremntPretaxCorr-CityMiscNew
1487,Insurance Proceeds - Fixed Asset
1488,Interfund Transfer In from 2S/GOL - Golf Fund
1489,Boarding Of Prisoners
1490,Retirement Pretax - City Police New
1491,Work Incentive Nutrition Supplement/State Unemployment Assistance Supplement Aid Payments
1492,Hospital Billing Inpatient County Indigent Financial Class 117
1493,Interfund Transfer Out to 2S/GTF - Gasoline Tax Fund
1494,Planning-Conditional Use Fee
1495,Inpatient Adjustment Charity Financial Class 114
1496,Oth Short RangeCityPlanningFee
1497,HealthRevCCD-OTCMedicl-Retiree
1498,Prisoner Transport Services
1499,Patient Billing Outpatient Self-pay Financial Class 4
